accession	organism	taxid	status	path
GCA_013389885.1	Geococcyx californianus	8947	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Otidimorphae > Cuculiformes > Neomorphidae > Geococcyx > Geococcyx californianus
GCA_006937325.1	Anomalopteryx didiformis	8811	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Palaeognathae > Dinornithiformes > Emeidae > Anomalopteryx > Anomalopteryx didiformis
GCF_000690775.1	Eurypyga helias	54383	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Phaethontimorphae > Eurypygiformes > Eurypygidae > Eurypyga > Eurypyga helias
GCF_023634155.1	Falco peregrinus	8954	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Falconiformes > Falconidae > Falco > Falco peregrinus
GCA_002909625.1	Bambusicola thoracicus	9083	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Galloanserae > Galliformes > Phasianidae > Perdicinae > Bambusicola > Bambusicola thoracicus
GCF_016699485.2	Gallus gallus	9031	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Galloanserae > Galliformes > Phasianidae > Phasianinae > Gallus > Gallus gallus
GCF_030936135.1	Gavia stellata	37040	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Aequornithes > Gaviiformes > Gaviidae > Gavia > Gavia stellata
GCA_013400195.1	Aramus guarauna	54356	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Gruiformes > Aramidae > Aramus > Aramus guarauna
GCA_013401215.1	Atlantisia rogersi	2478892	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Gruiformes > Rallidae > Atlantisia > Atlantisia rogersi
GCF_011004875.1	Balearica regulorum gibbericeps	100784	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Gruiformes > Gruidae > Balearica > Balearica regulorum > Balearica regulorum gibbericeps
GCF_964237585.1	Gallinula chloropus	9123	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Gruiformes > Rallidae > Gallinula > Gallinula chloropus
GCF_034619465.1	Leptosomus discolor	188344	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Coraciimorphae > Leptosomiformes > Leptosomidae > Leptosomus > Leptosomus discolor
GCF_000695765.1	Mesitornis unicolor	54374	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Columbimorphae > Mesitornithiformes > Mesitornithidae > Mesitornis > Mesitornis unicolor
GCA_013399495.1	Corythaixoides concolor	103956	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Otidimorphae > Musophagiformes > Musophagidae > Corythaixoides > Corythaixoides concolor
GCF_009769465.1	Tauraco erythrolophus	121530	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Otidimorphae > Musophagiformes > Musophagidae > Tauraco > Tauraco erythrolophus
GCF_013368605.1	Nyctibius grandis	48427	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Strisores > Nyctibiiformes > Nyctibiidae > Nyctibius > Nyctibius grandis
GCF_030867145.1	Opisthocomus hoazin	30419	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Opisthocomiformes > Opisthocomidae > Opisthocomus > Opisthocomus hoazin
GCF_036417535.1	Chlamydotis macqueenii	187382	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Otidimorphae > Otidiformes > Otididae > Chlamydotis > Chlamydotis macqueenii
GCF_000695815.1	Acanthisitta chloris	57068	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Acanthisittidae > Acanthisitta > Acanthisitta chloris
GCA_058224745.1	Acrocephalus arundinaceus	39621	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Sylvioidea > Sylviidae > Acrocephalinae > Acrocephalus > Acrocephalus arundinaceus
GCA_013397815.1	Aleadryas rufinucha	461220	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Corvoidea > Pachycephalidae > Aleadryas > Aleadryas rufinucha
GCA_013399455.1	Anthoscopus minutus	156561	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Paridae > Anthoscopus > Anthoscopus minutus
GCF_041296385.2	Aphelocoma coerulescens	39617	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Corvoidea > Corvidae > Aphelocoma > Aphelocoma coerulescens
GCA_013398615.1	Brachypodius melanocephalos	3235156	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Sylvioidea > Pycnonotidae > Brachypodius > Brachypodius melanocephalos
GCA_013400855.1	Buphagus erythrorhynchus	245048	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Sturnidae > Buphagus > Buphagus erythrorhynchus
GCA_013398955.1	Callaeas wilsoni	1347786	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Corvoidea > Callaeidae > Callaeas > Callaeas wilsoni
GCA_013398975.1	Catharus fuscescens	159581	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Turdidae > Catharus > Catharus fuscescens
GCA_013398575.1	Certhia familiaris	73333	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Certhiidae > Certhiinae > Certhia > Certhia familiaris
GCA_013400585.1	Chloropsis cyanopogon	1218682	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Corvoidea > Irenidae > Chloropsis > Chloropsis cyanopogon
GCA_013390065.1	Chloropsis hardwickii	667144	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Corvoidea > Irenidae > Chloropsis > Chloropsis hardwickii
GCA_013400215.1	Cisticola juncidis	52622	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Sylvioidea > Cisticolidae > Cisticola > Cisticola juncidis
GCA_013398175.1	Climacteris rufus	47695	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Climacteridae > Climacteris > Climacteris rufus
GCA_054084135.1	Copsychus sechellarum	797021	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Muscicapidae > Copsychus > Copsychus sechellarum
GCF_000691975.1	Corvus brachyrhynchos	85066	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Corvoidea > Corvidae > Corvus > Corvus brachyrhynchos
GCA_013400955.1	Drymodes brunneopygia	626378	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Petroicidae > Drymodes > Drymodes brunneopygia
GCA_013389985.1	Dryoscopus gambensis	85069	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Corvoidea > Malaconotidae > Dryoscopus > Dryoscopus gambensis
GCA_013398795.1	Elachura formosa	1463973	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Elachuridae > Elachura > Elachura formosa
GCA_013398835.1	Emberiza fucata	337179	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Passeroidea > Fringillidae > Emberizinae > Emberizini > Emberiza > Emberiza fucata
GCA_013400515.1	Erpornis zantholeuca	1112836	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Sylvioidea > Timaliidae > Erpornis > Erpornis zantholeuca
GCA_013397465.1	Furnarius figulus	463165	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Furnariidae > Furnarius > Furnarius figulus
GCA_013397955.1	Grantiella picta	266360	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Meliphagoidea > Meliphagidae > Grantiella > Grantiella picta
GCA_013400075.1	Hippolais icterina	68497	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Sylvioidea > Sylviidae > Acrocephalinae > Hippolais > Hippolais icterina
GCA_013401035.1	Horornis vulcanius	2585811	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Sylvioidea > Scotocercidae > Horornis > Horornis vulcanius
GCA_013400635.1	Hypocryptadius cinnamomeus	589841	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Sylvioidea > Zosteropidae > Hypocryptadius > Hypocryptadius cinnamomeus
GCA_015883425.2	Lamprotornis superbus	245042	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Sturnidae > Lamprotornis > Lamprotornis superbus
GCA_013400445.1	Leiothrix lutea	36275	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Sylvioidea > Leiothrichidae > Leiothrix > Leiothrix lutea
GCA_014363365.1	Leucopsar rothschildi	127929	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Sturnidae > Leucopsar > Leucopsar rothschildi
GCA_013398455.1	Loxia curvirostra	64802	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Passeroidea > Fringillidae > Carduelinae > Loxia > Loxia curvirostra
GCF_001715985.3	Manacus vitellinus	328815	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Pipridae > Manacus > Manacus vitellinus
GCA_013396355.1	Menura novaehollandiae	47692	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Menuridae > Menura > Menura novaehollandiae
GCA_013397495.1	Mionectes macconnelli	254557	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Tyrannidae > Mionectes > Mionectes macconnelli
GCA_013397015.1	Myiagra hebetior	381031	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Corvoidea > Monarchidae > Myiagra > Myiagra hebetior
GCA_013400655.1	Mystacornis crossleyi	98133	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Sylvioidea > Timaliidae > Mystacornis > Mystacornis crossleyi
GCA_013400695.1	Neodrepanis coruscans	254563	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Philepittidae > Neodrepanis > Neodrepanis coruscans
GCA_013397895.1	Origma solitaria	720586	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Meliphagoidea > Acanthizidae > Origma > Origma solitaria
GCA_013400675.1	Oxylabes madagascariensis	98144	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Sylvioidea > Timaliidae > Oxylabes > Oxylabes madagascariensis
GCA_013399855.1	Oxyruncus cristatus	114331	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Cotingidae > Oxyruncus > Oxyruncus cristatus
GCA_013400915.1	Pardalotus punctatus	254575	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Meliphagoidea > Pardalotidae > Pardalotus > Pardalotus punctatus
GCF_030490865.1	Poecile atricapillus	48891	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Paridae > Poecile > Poecile atricapillus
GCA_013397295.1	Polioptila caerulea	66707	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Certhiidae > Polioptilinae > Polioptila > Polioptila caerulea
GCA_013401195.1	Pomatorhinus ruficollis	932028	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Sylvioidea > Timaliidae > Pomatorhinus > Pomatorhinus ruficollis
GCA_013400735.1	Pomatostomus ruficeps	9176	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Sylvioidea > Timaliidae > Pomatostomus > Pomatostomus ruficeps
GCA_013396485.1	Ptilorrhoa leucosticta	449384	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Corvoidea > Cinclosomatidae > Ptilorrhoa > Ptilorrhoa leucosticta
GCA_013399035.1	Quiscalus mexicanus	64278	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Passeroidea > Icteridae > Quiscalus > Quiscalus mexicanus
GCA_013400415.1	Scytalopus superciliaris	312124	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Rhinocryptidae > Scytalopus > Scytalopus superciliaris
GCA_013399895.1	Serilophus lunatus	239386	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Eurylaimidae > Serilophus > Serilophus lunatus
GCA_013397395.1	Sinosuthora webbiana	337173	placed	Vertebrata > Gnathostomata > Teleostomi > Euteleostomi > Sarcopterygii > Dipnotetrapodomorpha > Tetrapoda > Amniota > Sauropsida > Sauria > Archelosauria > Archosauria > Dinosauria > Saurischia > Theropoda > Coelurosauria > Aves > Neognathae > Neoaves > Telluraves > Australaves > Passeriformes > Sylvioidea > Sylviidae > Sinosuthora > Sinosuthora webbiana
