accession	call	confidence	reason	instruments	arch_call	profile_call	profile_confidence	itpr_score	ryr_score	rel_margin	searches	source	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams	v2_call
A0A3P7N118	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	108.8	710.1	0.8468	interpro+calibration	InterPro	GPUH_LOCUS16909	EF-hand domain-containing protein	Gongylonema pulchrum	637853	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Gongylonematidae	491	0		0	Predicted	1	PF08454	PF08454;PF13499	1		unassigned
A0A3P7P8J6	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	137.9	740.7	0.8138	interpro+calibration	InterPro	DILT_LOCUS10207	EF-hand domain-containing protein	Dibothriocephalus latus (Fish tapeworm) (Diphyllobothrium latum)	60516	Metazoa (non-vertebrate)	Metazoa	Platyhelminthes	Cestoda	Diphyllobothriidea	Diphyllobothriidae	429	0		0	Predicted	1	PF08454	PF08454;PF13499	1		unassigned
A0A3P7SCR0	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	400.8	71.0	0.8229	interpro+calibration	InterPro	HPLM_LOCUS875	Inositol 1,4,5-trisphosphate receptor	Haemonchus placei (Barber's pole worm)	6290	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Trichostrongylidae	321	0		0	Inferred from homology	1	PF08709	PF02815;PF08709	2		unassigned
A0A3P7UGQ4	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	984.1	257.1	0.7387	interpro+calibration	InterPro	HPLM_LOCUS8072	Ion_trans domain-containing protein	Haemonchus placei (Barber's pole worm)	6290	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Trichostrongylidae	1031	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0A3P7WS61	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1021.1	264.9	0.7406	interpro+calibration	InterPro	BTMF_LOCUS5926	Ion_trans domain-containing protein	Brugia timori	42155	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Onchocercidae	970	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0A3P7XVX9	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	990.1	38.7	0.9609	interpro+calibration	InterPro	HPLM_LOCUS19749	Inositol 1,4,5-trisphosphate receptor	Haemonchus placei (Barber's pole worm)	6290	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Trichostrongylidae	1243	0		0	Inferred from homology	1	PF01365	PF01365;PF02815	2		unassigned
A0A3P7ZQ38	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	342.7	0.0	1.0	interpro+calibration	InterPro	SMRZ_LOCUS2431	Inositol 1,4,5-trisphosphate receptor	Schistosoma margrebowiei	48269	Metazoa (non-vertebrate)	Metazoa	Platyhelminthes	Trematoda	Strigeidida	Schistosomatidae	715	0		0	Inferred from homology	1	PF01365	PF01365	1		unassigned
A0A3P8C3K1	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	40.8	471.5	0.9135	interpro+calibration	InterPro	SMTD_LOCUS4823	EF-hand domain-containing protein	Schistosoma mattheei	31246	Metazoa (non-vertebrate)	Metazoa	Platyhelminthes	Trematoda	Strigeidida	Schistosomatidae	245	0		0	Predicted	1	PF08454	PF08454;PF13499	1		unassigned
A0A3P8U7E8	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1226.8	317.4	0.7413	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor	Amphiprion percula (Orange clownfish) (Lutjanus percula)	161767	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	690	0		0	Inferred from homology	1	PF08709	PF00520;PF02815;PF08709	3		unassigned
A0A3P9CNS9	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2321.3	311.2	0.8659	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor type 2	Maylandia zebra (zebra mbuna)	106582	Vertebrata	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	1640	0		0	Predicted	0	PF01365;PF08454	PF00520;PF01365;PF08454	3		unassigned
A0A3Q1EZ36	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2957.7	200.0	0.9324	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor	Acanthochromis polyacanthus (spiny chromis)	80966	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	1966	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF01365;PF02815;PF08454;PF08709	4		unassigned
A0A3Q1GWA2	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2944.4	245.8	0.9165	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor	Acanthochromis polyacanthus (spiny chromis)	80966	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	1988	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF01365;PF02815;PF08454;PF08709	4		unassigned
A0A3Q2C727	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	715.5	64.8	0.9094	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinodon variegatus (Sheepshead minnow)	28743	Vertebrata	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Cyprinodontidae	507	0		0	Inferred from homology	1	PF01365	PF01365;PF02815	2		unassigned
A0A3Q2DKZ4	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2455.3	279.0	0.8864	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor, type 1a	Cyprinodon variegatus (Sheepshead minnow)	28743	Vertebrata	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Cyprinodontidae	1603	0		0	Predicted	0	PF01365;PF08454	PF00520;PF01365;PF08454	3		unassigned
A0A3Q2XTS0	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2502.6	270.2	0.892	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor type 1	Hippocampus comes (Tiger tail seahorse)	109280	Vertebrata	Metazoa	Chordata	Actinopteri	Syngnathiformes	Syngnathidae	1599	0		0	Predicted	0	PF01365;PF08454	PF00520;PF01365;PF08454	3		unassigned
A0A3Q2XVB7	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2658.1	219.1	0.9176	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor	Hippocampus comes (Tiger tail seahorse)	109280	Vertebrata	Metazoa	Chordata	Actinopteri	Syngnathiformes	Syngnathidae	1867	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF01365;PF02815;PF08454;PF08709	4		unassigned
A0A3Q3ES36	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1142.7	312.4	0.7266	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor	Kryptolebias marmoratus (Mangrove killifish) (Rivulus marmoratus)	37003	Vertebrata	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Rivulidae	663	0		0	Inferred from homology	1	PF08709	PF00520;PF02815;PF08709	3		unassigned
A0A3Q3FAK0	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1577.2	68.0	0.9569	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor, type 3	Labrus bergylta (ballan wrasse)	56723	Vertebrata	Metazoa	Chordata	Actinopteri	Labriformes	Labridae	1352	0		0	Predicted	0	PF01365;PF08454	PF01365;PF08454	2		unassigned
A0A3Q3GF75	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	884.0	105.5	0.8807	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor	Labrus bergylta (ballan wrasse)	56723	Vertebrata	Metazoa	Chordata	Actinopteri	Labriformes	Labridae	631	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A3Q3WHJ7	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2469.5	287.1	0.8837	interpro+calibration+sweep	InterPro		Uncharacterized protein	Mola mola (Ocean sunfish) (Tetraodon mola)	94237	Vertebrata	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Molidae	1570	0		0	Predicted	0	PF01365;PF08454	PF00520;PF01365;PF08454	3		unassigned
A0A3Q4B8G6	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	847.2	77.1	0.909	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor	Mola mola (Ocean sunfish) (Tetraodon mola)	94237	Vertebrata	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Molidae	583	0		0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A3Q4MA76	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1051.3	277.7	0.7359	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Neolamprologus brichardi (Fairy cichlid) (Lamprologus brichardi)	32507	Vertebrata	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	678	0		0	Inferred from homology	1	PF08709	PF00520;PF02815;PF08709	3		unassigned
A0A3Q4MLL7	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	906.0	289.2	0.6808	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor	Neolamprologus brichardi (Fairy cichlid) (Lamprologus brichardi)	32507	Vertebrata	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	596	0		0	Inferred from homology	1	PF08709	PF00520;PF02815;PF08709	3		unassigned
A0A3R6WNG4	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	70.6	0.0	1.0	interpro+calibration	InterPro	DYB32_003705	RyR/IP3R Homology associated domain-containing protein	Aphanomyces invadans	157072	SAR		Oomycota	Saprolegniomycetes	Saprolegniales	Verrucalvaceae	694	0		0	Predicted	1	PF08454	PF08454	1		unassigned
A0A3R6ZW45	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	121.9	0.0	1.0	interpro+calibration	InterPro	DYB32_001093	RyR/IP3R Homology associated domain-containing protein	Aphanomyces invadans	157072	SAR		Oomycota	Saprolegniomycetes	Saprolegniales	Verrucalvaceae	1834	0		0	Predicted	0	PF08454	PF08454	1		unassigned
A0A3R7AAT0	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	278.8	134.1	0.519	interpro+calibration	InterPro	DYB32_003704	Ion transport domain-containing protein	Aphanomyces invadans	157072	SAR		Oomycota	Saprolegniomycetes	Saprolegniales	Verrucalvaceae	954	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0A3R7CZI5	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	605.8	237.0	0.6088	interpro+calibration	InterPro	DYB32_005561	Ion transport domain-containing protein	Aphanomyces invadans	157072	SAR		Oomycota	Saprolegniomycetes	Saprolegniales	Verrucalvaceae	1726	0		0	Predicted	0	PF08454	PF00520;PF08454	2		unassigned
A0A3R7M9L5	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1629.7	278.2	0.8293	interpro+calibration	InterPro	C7M84_004665	Inositol 1,4,5-trisphosphate receptor	Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei)	6689	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Malacostraca	Decapoda	Penaeidae	1407	0		0	Predicted	0	PF08454	PF00520;PF08454	2		unassigned
A0A3R7Y6A7	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	228.1	36.7	0.8391	interpro+calibration	InterPro	B5M09_007072	Inositol 1,4,5-trisphosphate/ryanodine receptor domain-containing protein	Aphanomyces astaci (Crayfish plague agent)	112090	SAR		Oomycota	Saprolegniomycetes	Saprolegniales	Verrucalvaceae	1702	0		0	Predicted	0	PF08709	PF08709	1		unassigned
A0A3R8DF96	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	288.5	153.9	0.4666	interpro+calibration	InterPro	B5M09_007814	Ion transport domain-containing protein	Aphanomyces astaci (Crayfish plague agent)	112090	SAR		Oomycota	Saprolegniomycetes	Saprolegniales	Verrucalvaceae	2147	1		0	Predicted	0	PF08454	PF00520;PF08454	2		unassigned
A0A3S0ZUJ4	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	562.9	137.3	0.7561	interpro+calibration	InterPro	EGW08_005203	Inositol 1,4,5-trisphosphate receptor	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	188477	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda		Plakobranchidae	853	0	fragment	0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A3S1BJ96	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	124.1	0.0	1.0	interpro+calibration	InterPro	EGW08_023679	RIH domain-containing protein	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	188477	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda		Plakobranchidae	370	0	fragment	0	Predicted	1	PF01365	PF01365	1		unassigned
A0A3S2U8I3	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	131.5	782.1	0.8319	interpro+calibration+sweep	InterPro	OJAV_G00133840	MIR domain-containing protein	Oryzias javanicus (Javanese ricefish) (Aplocheilus javanicus)	123683	Vertebrata	Metazoa	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	528	0		0	Predicted	1	PF08709	PF02815;PF08709	2		unassigned
A0A401PZL9	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	151.2	1015.4	0.8511	interpro+calibration+sweep	InterPro	scyTo_0017757	MIR domain-containing protein	Scyliorhinus torazame (Cloudy catshark) (Catulus torazame)	75743	Vertebrata	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Scyliorhinidae	577	0		0	Predicted	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A401RDY1	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	341.9	0.0	1.0	interpro+calibration+sweep	InterPro	chiPu_0022193	Inositol 1,4,5-trisphosphate receptor	Chiloscyllium punctatum (Brownbanded bambooshark) (Hemiscyllium punctatum)	137246	Vertebrata	Metazoa	Chordata	Chondrichthyes	Orectolobiformes	Hemiscylliidae	236	0	fragment	0	Inferred from homology	1	PF01365	PF01365	1		unassigned
A0A418AHR1	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	516.1	181.7	0.6479	interpro+calibration	InterPro	DYB32_009686	Ion transport domain-containing protein	Aphanomyces invadans	157072	SAR		Oomycota	Saprolegniomycetes	Saprolegniales	Verrucalvaceae	1384	0	fragment	0	Predicted	0	PF08454	PF00520;PF08454	2		unassigned
A0A418AI24	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	197.6	39.4	0.8006	interpro+calibration	InterPro	DYB32_009759	RIH domain-containing protein	Aphanomyces invadans	157072	SAR		Oomycota	Saprolegniomycetes	Saprolegniales	Verrucalvaceae	784	0	fragment	0	Predicted	1	PF01365	PF01365	1		unassigned
A0A418AVN2	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	208.3	100.6	0.517	interpro+calibration	InterPro	DYB32_007585	RyR/IP3R Homology associated domain-containing protein	Aphanomyces invadans	157072	SAR		Oomycota	Saprolegniomycetes	Saprolegniales	Verrucalvaceae	1362	0		0	Predicted	0	PF08454	PF08454	1		unassigned
A0A418B7P9	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	274.2	130.8	0.523	interpro+calibration	InterPro	DYB32_001094	Uncharacterized protein	Aphanomyces invadans	157072	SAR		Oomycota	Saprolegniomycetes	Saprolegniales	Verrucalvaceae	1632	0		0	Predicted	0	PF08454	PF00520;PF08454	2		unassigned
A0A418B863	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	1041.0	212.8	0.7956	interpro+calibration	InterPro	DYB32_001003	MIR domain-containing protein	Aphanomyces invadans	157072	SAR		Oomycota	Saprolegniomycetes	Saprolegniales	Verrucalvaceae	2580	1		0	Predicted	0	PF01365;PF08454	PF01365;PF08454	2		unassigned
A0A423TJU8	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1016.6	146.1	0.8563	interpro+calibration	InterPro	C7M84_004667	Inositol 1,4,5-trisphosphate receptor	Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei)	6689	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Malacostraca	Decapoda	Penaeidae	694	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A423TJX1	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	639.6	0.0	1.0	interpro+calibration	InterPro	C7M84_004666	Inositol 1,4,5-trisphosphate receptor	Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei)	6689	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Malacostraca	Decapoda	Penaeidae	612	0		0	Inferred from homology	1	PF01365	PF01365	1		unassigned
A0A423U9Z8	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	94.4	475.6	0.8015	interpro+calibration	InterPro	C7M84_012531	Ryanodine receptor	Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei)	6689	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Malacostraca	Decapoda	Penaeidae	493	0		0	Predicted	1	PF08709	PF02815;PF08709	2		unassigned
A0A425CUZ3	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	363.2	55.2	0.848	interpro+calibration	InterPro	B5M09_010202	RyR/IP3R Homology associated domain-containing protein	Aphanomyces astaci (Crayfish plague agent)	112090	SAR		Oomycota	Saprolegniomycetes	Saprolegniales	Verrucalvaceae	1674	0	fragment	0	Predicted	0	PF01365;PF08454;PF08709	PF01365;PF08454;PF08709	3		unassigned
A0A425D534	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	314.3	144.7	0.5396	interpro+calibration	InterPro	B5M09_001214	Uncharacterized protein	Aphanomyces astaci (Crayfish plague agent)	112090	SAR		Oomycota	Saprolegniomycetes	Saprolegniales	Verrucalvaceae	2501	1		0	Predicted	0	PF08454	PF00520;PF08454;PF12796	2		unassigned
A0A425D576	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	362.4	146.1	0.5969	interpro+calibration	InterPro	B5M09_001215	Uncharacterized protein	Aphanomyces astaci (Crayfish plague agent)	112090	SAR		Oomycota	Saprolegniomycetes	Saprolegniales	Verrucalvaceae	2710	1		0	Predicted	0	PF08454	PF00520;PF08454;PF12796	2		unassigned
A0A430QSY7	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	80.3	340.2	0.764	interpro+calibration	InterPro	DC041_0006801	RyR/IP3R Homology associated domain-containing protein	Schistosoma bovis (Blood fluke)	6184	Metazoa (non-vertebrate)	Metazoa	Platyhelminthes	Trematoda	Strigeidida	Schistosomatidae	240	0	fragment	0	Predicted	1	PF08454	PF08454	1		unassigned
A0A433SVF2	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	72.2	445.4	0.8379	interpro+calibration	InterPro	EGW08_018973	MIR domain-containing protein	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	188477	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda		Plakobranchidae	267	0	fragment	0	Predicted	1	PF08709	PF02815;PF08709	2		unassigned
A0A433TZP1	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	773.3	180.8	0.7662	interpro+calibration	InterPro	EGW08_005204	RyR/IP3R Homology associated domain-containing protein	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	188477	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda		Plakobranchidae	1797	0		0	Predicted	0	PF08454	PF00520;PF08454	2		unassigned
A0A443SK83	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1018.1	119.4	0.8827	interpro+calibration	InterPro	B4U80_01629	Inositol 1,4,5-trisphosphate receptor	Leptotrombidium deliense	299467	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Arachnida	Trombidiformes	Trombiculidae	626	0	fragment	0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0A444UUX5	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	887.4	71.8	0.9191	interpro+calibration+sweep	InterPro	EOD39_20620	Inositol 1,4,5-trisphosphate receptor	Acipenser ruthenus (Sterlet sturgeon) (Huso ruthenus)	7906	Vertebrata	Metazoa	Chordata	Actinopteri	Acipenseriformes	Acipenseridae	780	0		0	Inferred from homology	1	PF01365;PF08454	PF01365;PF08454	2		unassigned
A0A452QCJ2	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	969.4	153.5	0.8417	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Ursus americanus (American black bear) (Euarctos americanus)	9643	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Ursidae	570	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
