accession	call	confidence	reason	instruments	arch_call	profile_call	profile_confidence	itpr_score	ryr_score	rel_margin	searches	source	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams	v2_call
A0AAN8ITN5	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	381.1	0.0	1.0	interpro+calibration	InterPro	GCK32_012864	Inositol 1 4 5-trisphosphate receptor	Trichostrongylus colubriformis (Black scour worm)	6319	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Trichostrongylidae	418	0	fragment	0	Predicted	1	PF01365	PF01365	1		unassigned
A0AAN8KFT8	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	59.1	492.4	0.88	interpro+calibration+sweep	InterPro	J4Q44_G00362450	MIR domain-containing protein	Coregonus suidteri	861788	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	313	0		0	Predicted	1	PF01365	PF01365;PF02815	2		unassigned
A0AAN8MCH7	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	73.0	370.2	0.8028	interpro+calibration+sweep	InterPro	J4Q44_G00000370	MIR domain-containing protein	Coregonus suidteri	861788	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	205	0		0	Predicted	1	PF08709	PF02815;PF08709	2		unassigned
A0AAN8MJ48	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	58.9	493.1	0.8806	interpro+calibration+sweep	InterPro	J4Q44_G00000360	MIR domain-containing protein	Coregonus suidteri	861788	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	323	0		0	Predicted	1	PF01365	PF01365;PF02815	2		unassigned
A0AAN9D0H4	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	83.4	431.9	0.8069	interpro+calibration+sweep	InterPro	R3I93_011414	MIR domain-containing protein	Phoxinus phoxinus (Eurasian minnow)	58324	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Leuciscidae	244	0		0	Predicted	1	PF08709	PF08709	1		unassigned
A0AAQ4E8T5	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	47.3	467.6	0.8988	interpro+calibration	InterPro	V5799_025602	RIH domain-containing protein	Amblyomma americanum (Lone star tick)	6943	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Arachnida	Ixodida	Ixodidae	330	0		0	Predicted	1	PF01365	PF01365	1		unassigned
A0AAQ4ED23	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	111.1	758.8	0.8536	interpro+calibration	InterPro	V5799_024184	RyR/IP3R Homology associated domain-containing protein	Amblyomma americanum (Lone star tick)	6943	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Arachnida	Ixodida	Ixodidae	376	0		0	Predicted	1	PF08454	PF08454	1		unassigned
A0AAQ4EUF5	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	957.7	122.8	0.8718	interpro+calibration	InterPro	V5799_020298	RyR/IP3R Homology associated domain-containing protein	Amblyomma americanum (Lone star tick)	6943	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Arachnida	Ixodida	Ixodidae	767	0	fragment	0	Predicted	1	PF08454	PF08454	1		unassigned
A0AAQ4EUV6	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2036.9	121.5	0.9404	interpro+calibration	InterPro	V5799_020301	Inositol 1,4,5-trisphosphate receptor	Amblyomma americanum (Lone star tick)	6943	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Arachnida	Ixodida	Ixodidae	1518	0	fragment	0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0AAQ4P482	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1181.6	317.0	0.7317	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Gasterosteus aculeatus aculeatus (three-spined stickleback)	481459	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	686	0		0	Inferred from homology	1	PF08709	PF00520;PF02815;PF08709	3		unassigned
A0AAQ4PUJ3	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1227.9	302.1	0.754	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor	Gasterosteus aculeatus aculeatus (three-spined stickleback)	481459	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	719	0		0	Inferred from homology	1	PF08709	PF00520;PF02815;PF08709	3		unassigned
A0AAU9WTP9	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1508.5	298.9	0.8019	interpro+calibration	InterPro	PMEA_00012160	Inositol 1,4,5-trisphosphate receptor type 1	Pocillopora meandrina	46732	Metazoa (non-vertebrate)	Metazoa	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	1151	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0AAU9WTU5	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2233.1	158.5	0.929	interpro+calibration	InterPro	PMEA_00012159	Inositol 1,4,5-trisphosphate receptor	Pocillopora meandrina	46732	Metazoa (non-vertebrate)	Metazoa	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	1546	0		0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0AAV1QG04	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1235.1	106.0	0.9142	interpro+calibration+sweep	InterPro	FSCOSCO3_A013288	Inositol 1,4,5-trisphosphate receptor	Scomber scombrus (Atlantic mackerel) (Scomber vernalis)	13677	Vertebrata	Metazoa	Chordata	Actinopteri	Scombriformes	Scombridae	766	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0AAV1QH95	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	709.9	0.0	1.0	interpro+calibration+sweep	InterPro	FSCOSCO3_A036376	Inositol 1,4,5-trisphosphate receptor type 3	Scomber scombrus (Atlantic mackerel) (Scomber vernalis)	13677	Vertebrata	Metazoa	Chordata	Actinopteri	Scombriformes	Scombridae	533	0	fragment	0	Predicted	1	PF01365	PF01365	1		unassigned
A0AAV1QHH4	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1347.2	280.2	0.792	interpro+calibration	InterPro	FSCOSCO3_A028302	Inositol 1,4,5-trisphosphate receptor type 3	Scomber scombrus (Atlantic mackerel) (Scomber vernalis)	13677	Vertebrata	Metazoa	Chordata	Actinopteri	Scombriformes	Scombridae	1000	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0AAV1QKV6	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1461.9	279.9	0.8085	interpro+calibration+sweep	InterPro	FSCOSCO3_A028302	Inositol 1,4,5-trisphosphate receptor type 3	Scomber scombrus (Atlantic mackerel) (Scomber vernalis)	13677	Vertebrata	Metazoa	Chordata	Actinopteri	Scombriformes	Scombridae	1101	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0AAV1QLF0	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1283.2	278.6	0.7829	interpro+calibration	InterPro	FSCOSCO3_A028302	Inositol 1,4,5-trisphosphate receptor type 3	Scomber scombrus (Atlantic mackerel) (Scomber vernalis)	13677	Vertebrata	Metazoa	Chordata	Actinopteri	Scombriformes	Scombridae	1033	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0AAV2HPQ0	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	132.7	0.0	1.0	interpro+calibration	InterPro	GSLYS_00009440001	RIH domain-containing protein	Lymnaea stagnalis (Great pond snail) (Helix stagnalis)	6523	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda		Lymnaeidae	247	0	fragment	0	Predicted	1	PF01365	PF01365	1		unassigned
A0AAV2M5D6	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	602.2	45.7	0.9241	interpro+calibration	InterPro	KC01_LOCUS35393	RyR/IP3R Homology associated domain-containing protein	Knipowitschia caucasica (Caucasian dwarf goby) (Pomatoschistus caucasicus)	637954	Vertebrata	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	416	0		0	Predicted	1	PF08454	PF08454	1		unassigned
A0AAV2M5D7	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	824.1	71.9	0.9128	interpro+calibration+sweep	InterPro	KC01_LOCUS35393	RyR/IP3R Homology associated domain-containing protein	Knipowitschia caucasica (Caucasian dwarf goby) (Pomatoschistus caucasicus)	637954	Vertebrata	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	675	0		0	Predicted	1	PF08454	PF08454	1		unassigned
A0AAV2PMF4	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	865.4	111.9	0.8707	interpro+calibration	InterPro	MNOR_LOCUS2262	RyR/IP3R Homology associated domain-containing protein	Meganyctiphanes norvegica (Northern krill) (Thysanopoda norvegica)	48144	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	751	0	fragment	0	Predicted	1	PF08454	PF08454	1		unassigned
A0AAV2QT47	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1247.7	176.2	0.8588	interpro+calibration	InterPro	MNOR_LOCUS16794	Inositol 1,4,5-trisphosphate receptor	Meganyctiphanes norvegica (Northern krill) (Thysanopoda norvegica)	48144	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	887	0	fragment	0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0AAV2RYZ0	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	574.9	0.0	1.0	interpro+calibration	InterPro	MNOR_LOCUS30278	RIH domain-containing protein	Meganyctiphanes norvegica (Northern krill) (Thysanopoda norvegica)	48144	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	481	0	fragment	0	Predicted	1	PF01365	PF01365	1		unassigned
A0AAV3ZI08	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	553.5	154.9	0.7201	interpro+calibration	InterPro	PoB_002177500	Inositol 1,4,5-trisphosphate receptor type 1	Plakobranchus ocellatus	259542	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda		Plakobranchidae	1055	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0AAV3ZJF3	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	800.2	119.0	0.8513	interpro+calibration	InterPro	PoB_002177000	Inositol 1,4,5-trisphosphate receptor type 1	Plakobranchus ocellatus	259542	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda		Plakobranchidae	1367	0		0	Predicted	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0AAV4BAC7	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2529.5	210.0	0.917	interpro+calibration	InterPro	PoB_004217400	Inositol 1,4,5-trisphosphate receptor	Plakobranchus ocellatus	259542	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda		Plakobranchidae	1993	0	fragment	0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0AAV4BV11	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	792.2	114.8	0.8551	interpro+calibration	InterPro	PoB_004941100	Inositol 1,4,5-trisphosphate receptor	Plakobranchus ocellatus	259542	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda		Plakobranchidae	1486	0	fragment	0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0AAV4BWS0	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	984.3	174.2	0.823	interpro+calibration	InterPro	PoB_005027700	Inositol 1,4,5-trisphosphate receptor type 3-like isoform x9	Plakobranchus ocellatus	259542	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda		Plakobranchidae	2359	1		0	Predicted	0	PF08454	PF00520;PF08454	2		unassigned
A0AAV4BY84	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	481.5	117.9	0.7551	interpro+calibration	InterPro	PoB_005027800	Inositol 1,4,5-trisphosphate receptor	Plakobranchus ocellatus	259542	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda		Plakobranchidae	942	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0AAV4EFD2	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2143.0	296.4	0.8617	interpro+calibration	InterPro	ElyMa_003498200	Inositol 1,4,5-trisphosphate receptor type 1	Elysia marginata	1093978	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda		Plakobranchidae	1809	0	fragment	0	Predicted	0	PF08454	PF00520;PF08454	2		unassigned
A0AAV4EG62	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	452.3	104.6	0.7687	interpro+calibration	InterPro	ElyMa_005391500	Inositol 1,4,5-trisphosphate receptor type 1	Elysia marginata	1093978	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda		Plakobranchidae	1097	0		0	Predicted	1	PF08454	PF08454	1		unassigned
A0AAV4EG99	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	463.9	26.1	0.9437	interpro+calibration	InterPro	ElyMa_005391100	Inositol 1,4,5-trisphosphate receptor type 1	Elysia marginata	1093978	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda		Plakobranchidae	878	0	fragment	0	Predicted	1	PF01365	PF01365	1		unassigned
A0AAV4FIK6	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	220.6	33.4	0.8486	interpro+calibration	InterPro	ElyMa_000400300	Inositol 1,4,5-trisphosphate receptor type 1	Elysia marginata	1093978	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda		Plakobranchidae	401	0		0	Predicted	1	PF01365	PF01365	1		unassigned
A0AAV4FIZ8	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	177.7	49.7	0.7203	interpro+calibration	InterPro	ElyMa_000400100	Inositol 1,4,5-trisphosphate receptor type 1	Elysia marginata	1093978	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda		Plakobranchidae	279	0		0	Predicted	1	PF08709	PF02815;PF08709	2		unassigned
A0AAV4FJX2	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	325.4	0.0	1.0	interpro+calibration	InterPro	ElyMa_000400400	Inositol 1,4,5-trisphosphate receptor type 3-like	Elysia marginata	1093978	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda		Plakobranchidae	842	0		0	Predicted	1	PF01365	PF01365	1		unassigned
A0AAV4IQJ0	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	606.1	69.2	0.8858	interpro+calibration	InterPro	ElyMa_006707400	Inositol 1,4,5-trisphosphate receptor type 1	Elysia marginata	1093978	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda		Plakobranchidae	1122	0	fragment	0	Predicted	1	PF01365;PF08709	PF01365;PF08709	2		unassigned
A0AAV4IU68	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	252.2	0.0	1.0	interpro+calibration	InterPro	ElyMa_006707700	Inositol 1,4,5-trisphosphate receptor type 1	Elysia marginata	1093978	Metazoa (non-vertebrate)	Metazoa	Mollusca	Gastropoda		Plakobranchidae	627	0		0	Predicted	1	PF08454	PF08454	1		unassigned
A0AAV4SHQ7	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1403.4	279.1	0.8011	interpro+calibration	InterPro	CEXT_162202	Inositol 1,4,5-trisphosphate receptor type 1	Caerostris extrusa (Bark spider) (Caerostris bankana)	172846	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Arachnida	Araneae	Araneidae	1135	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0AAV5W545	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	1662.4	112.8	0.9321	interpro+calibration	InterPro	PFISCL1PPCAC_16494	Inositol 1,4,5-trisphosphate receptor	Pristionchus fissidentatus	1538716	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Neodiplogasteridae	1888	0	fragment	0	Inferred from homology	0	PF01365;PF08454	PF01365;PF02815;PF08454	3		unassigned
A0AAV6GER2	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2514.5	167.5	0.9334	interpro+calibration+sweep	InterPro	AALO_G00151590	Inositol 1,4,5-trisphosphate receptor	Alosa alosa (allis shad)	278164	Vertebrata	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	1768	0		0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0AAV6GHG7	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1452.4	305.5	0.7897	interpro+calibration+sweep	InterPro	AALO_G00151640	Inositol 1,4,5-trisphosphate receptor type 2	Alosa alosa (allis shad)	278164	Vertebrata	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	974	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0AAV6HGC3	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	141.3	876.9	0.8389	interpro+calibration+sweep	InterPro	AALO_G00032730	RyR/IP3R Homology associated domain-containing protein	Alosa alosa (allis shad)	278164	Vertebrata	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	531	0		0	Predicted	1	PF08454	PF08454	1		unassigned
A0AAV6SRC0	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1488.7	137.6	0.9076	interpro+calibration+sweep	InterPro	JOB18_027978	Inositol 1,4,5-trisphosphate-gated calcium channel ITPR3 (IP3 receptor isoform 3) (Type 3 inositol 1,4,5-trisphosphate r	Solea senegalensis (Senegalese sole)	28829	Vertebrata	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Soleidae	1018	0		0	Inferred from homology	1	PF01365;PF08709	PF00168;PF01365;PF02815;PF08709	3		unassigned
A0AAV6Z958	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	552.6	102.0	0.8154	interpro+calibration+sweep	InterPro	GDO81_020480	Inositol 1,4,5-trisphosphate receptor	Engystomops pustulosus (Tungara frog) (Physalaemus pustulosus)	76066	Vertebrata	Metazoa	Chordata	Amphibia	Anura	Leptodactylidae	286	0	fragment	0	Inferred from homology	1	PF08709	PF02815;PF08709	2		unassigned
A0AAV6ZAJ1	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2478.0	85.2	0.9656	interpro+calibration	InterPro	GDO81_018852	Inositol 1,4,5-trisphosphate receptor	Engystomops pustulosus (Tungara frog) (Physalaemus pustulosus)	76066	Vertebrata	Metazoa	Chordata	Amphibia	Anura	Leptodactylidae	1717	0		0	Inferred from homology	0	PF01365;PF08454	PF01365;PF08454	2		unassigned
A0AAV6ZB95	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1798.3	70.0	0.9611	interpro+calibration	InterPro	GDO81_018852	RyR/IP3R Homology associated domain-containing protein	Engystomops pustulosus (Tungara frog) (Physalaemus pustulosus)	76066	Vertebrata	Metazoa	Chordata	Amphibia	Anura	Leptodactylidae	1305	0		0	Predicted	0	PF08454	PF08454	1		unassigned
A0AAV6ZDQ0	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2397.9	93.3	0.9611	interpro+calibration	InterPro	GDO81_018852	Inositol 1,4,5-trisphosphate receptor type 1	Engystomops pustulosus (Tungara frog) (Physalaemus pustulosus)	76066	Vertebrata	Metazoa	Chordata	Amphibia	Anura	Leptodactylidae	1734	0		0	Predicted	0	PF01365;PF08454;PF08709	PF01365;PF08454;PF08709	3		unassigned
A0AAV6ZEC6	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	447.2	101.4	0.7733	interpro+calibration	InterPro	GDO81_020480	Inositol 1,4,5-trisphosphate receptor	Engystomops pustulosus (Tungara frog) (Physalaemus pustulosus)	76066	Vertebrata	Metazoa	Chordata	Amphibia	Anura	Leptodactylidae	249	0	fragment	0	Inferred from homology	1	PF08709	PF02815;PF08709	2		unassigned
A0AAV6ZGD0	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2229.5	93.8	0.9579	interpro+calibration	InterPro	GDO81_018852	Inositol 1,4,5-trisphosphate receptor type 1	Engystomops pustulosus (Tungara frog) (Physalaemus pustulosus)	76066	Vertebrata	Metazoa	Chordata	Amphibia	Anura	Leptodactylidae	1658	0		0	Predicted	0	PF01365;PF08454;PF08709	PF01365;PF08454;PF08709	3		unassigned
A0AAV6ZGJ7	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2592.4	95.4	0.9632	interpro+calibration	InterPro	GDO81_018852	Inositol 1,4,5-trisphosphate receptor type 1	Engystomops pustulosus (Tungara frog) (Physalaemus pustulosus)	76066	Vertebrata	Metazoa	Chordata	Amphibia	Anura	Leptodactylidae	1828	0		0	Predicted	0	PF01365;PF08454;PF08709	PF01365;PF08454;PF08709	3		unassigned
A0AAV6ZIT3	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1726.4	33.0	0.9809	interpro+calibration	InterPro	GDO81_018852	Inositol 1,4,5-trisphosphate receptor type 1	Engystomops pustulosus (Tungara frog) (Physalaemus pustulosus)	76066	Vertebrata	Metazoa	Chordata	Amphibia	Anura	Leptodactylidae	1318	0		0	Predicted	0	PF01365;PF08709	PF01365;PF08709	2		unassigned
A0AAV7N3E3	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2596.6	279.7	0.8923	interpro+calibration	InterPro	NDU88_007901	Inositol 1,4,5-trisphosphate receptor type 1	Pleurodeles waltl (Iberian ribbed newt)	8319	Vertebrata	Metazoa	Chordata	Amphibia	Caudata	Salamandridae	1645	0		0	Predicted	0	PF01365;PF08454	PF00520;PF01365;PF08454	3		unassigned
A0AAV7N3F0	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1710.0	153.9	0.91	interpro+calibration	InterPro	NDU88_007901	Inositol 1,4,5-trisphosphate receptor	Pleurodeles waltl (Iberian ribbed newt)	8319	Vertebrata	Metazoa	Chordata	Amphibia	Caudata	Salamandridae	1039	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0AAV8XDB8	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	407.3	28.6	0.9298	interpro+calibration	InterPro	NQ314_012316	RyR/IP3R Homology associated domain-containing protein	Rhamnusium bicolor	1586634	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Coleoptera	Cerambycidae	274	0		0	Predicted	1	PF08454	PF08454	1		unassigned
A0AAV8Z7C5	RYR	medium	profile only — architecture incomplete	profile	unassigned	RYR	medium	34.9	390.5	0.9106	interpro+calibration	InterPro	NQ318_022099	RIH domain-containing protein	Aromia moschata	1265417	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Coleoptera	Cerambycidae	283	0		0	Predicted	1	PF01365	PF01365	1		unassigned
A0AAW0ELY8	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	654.4	260.9	0.6013	interpro+calibration	InterPro	NESM_000344200	Inositol 1,4,5-trisphosphate/ryanodine receptor	Novymonas esmeraldas	1808958	Discoba		Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	3836	0		0	Predicted	0	PF08454;PF08709	PF00520;PF08454;PF08709	3		unassigned
A0AAW0HXV4	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2628.9	162.6	0.9381	interpro+calibration+sweep	InterPro	U0070_020479	Inositol 1,4,5-trisphosphate receptor	Myodes glareolus (Bank vole) (Clethrionomys glareolus)	447135	Vertebrata	Metazoa	Chordata	Mammalia	Rodentia	Cricetidae	1678	0		0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0AAW0K492	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	547.1	32.7	0.9402	interpro+calibration+sweep	InterPro	U0070_004984	Inositol 1,4,5-trisphosphate receptor	Myodes glareolus (Bank vole) (Clethrionomys glareolus)	447135	Vertebrata	Metazoa	Chordata	Mammalia	Rodentia	Cricetidae	412	0		0	Inferred from homology	1	PF01365	PF01365	1		unassigned
A0AAW0MF12	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	316.7	26.2	0.9173	interpro+calibration+sweep	InterPro	WMY93_031935	RyR/IP3R Homology associated domain-containing protein	Mugilogobius chulae (yellowstripe goby)	88201	Vertebrata	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	288	0	fragment	0	Predicted	1	PF08454	PF08454	1		unassigned
A0AAW0N4F3	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1399.4	140.0	0.9	interpro+calibration+sweep	InterPro	WMY93_027856	Inositol 1,4,5-trisphosphate receptor	Mugilogobius chulae (yellowstripe goby)	88201	Vertebrata	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	846	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0AAW0N6I4	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2001.7	261.5	0.8694	interpro+calibration+sweep	InterPro	WMY93_027857	Inositol 1,4,5-trisphosphate receptor type 3	Mugilogobius chulae (yellowstripe goby)	88201	Vertebrata	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	1669	0		0	Predicted	0	PF01365;PF08454	PF00520;PF01365;PF08454	3		unassigned
A0AAW0P5V2	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	871.5	63.4	0.9273	interpro+calibration+sweep	InterPro	WMY93_012141	Inositol 1,4,5-trisphosphate receptor	Mugilogobius chulae (yellowstripe goby)	88201	Vertebrata	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	565	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		unassigned
A0AAW0P831	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1254.9	239.0	0.8095	interpro+calibration+sweep	InterPro	WMY93_012143	Inositol 1,4,5-trisphosphate receptor type 1	Mugilogobius chulae (yellowstripe goby)	88201	Vertebrata	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	826	0		0	Predicted	1	PF08454	PF00520;PF08454	2		unassigned
A0AAW0PFY2	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	1766.4	0.0	1.0	interpro+calibration+sweep	InterPro	WMY93_012142	Inositol 1,4,5-trisphosphate receptor	Mugilogobius chulae (yellowstripe goby)	88201	Vertebrata	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	1289	0		0	Inferred from homology	0	PF01365	PF01365	1		unassigned
