species	organism	query	run	study	sample	strategy	source	selection	layout	platform	model	spots	bases	read_len	tissue_called	tissue_evidence	verdict	study_title
nalbiflora	Nibea albiflora	base	SRR13438387	SRP301796	SRS8033374	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	22087541	6626262300	300	liver	tissue=Liver and Muscles	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR13438388	SRP301796	SRS8033386	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	25106769	7532030700	300	liver	tissue=Liver and Muscles	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR13438389	SRP301796	SRS8033385	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24936719	7481015700	300	liver	tissue=Liver and Muscles	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR13438390	SRP301796	SRS8033372	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	23637230	7091169000	300	liver	tissue=Liver and Muscles	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR13438391	SRP301796	SRS8033373	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina NovaSeq 6000	24587500	7376250000	300	liver	tissue=Liver and Muscles	keep	Nibea albiflora transcriptome
nalbiflora	Nibea albiflora	base	SRR10432573	SRP229570	SRS5638037	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	23633745	6733231344	284	liver	tissue=Liver	keep	yellow drum liver transcriptome under cold and starvation stresses
nalbiflora	Nibea albiflora	base	SRR10432574	SRP229570	SRS5638036	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	19436807	5555688347	285	liver	tissue=Liver	keep	yellow drum liver transcriptome under cold and starvation stresses
nalbiflora	Nibea albiflora	base	SRR10432575	SRP229570	SRS5638035	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	23437715	6705826985	286	liver	tissue=Liver	keep	yellow drum liver transcriptome under cold and starvation stresses
nalbiflora	Nibea albiflora	base	SRR10432576	SRP229570	SRS5638034	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	23724188	6750151013	284	liver	tissue=Liver	keep	yellow drum liver transcriptome under cold and starvation stresses
nalbiflora	Nibea albiflora	base	SRR10432577	SRP229570	SRS5638033	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	23370390	6681074199	285	liver	tissue=Liver	keep	yellow drum liver transcriptome under cold and starvation stresses
nalbiflora	Nibea albiflora	base	SRR10432578	SRP229570	SRS5638032	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	23489126	6712535494	285	liver	tissue=Liver	keep	yellow drum liver transcriptome under cold and starvation stresses
nalbiflora	Nibea albiflora	base	SRR10432579	SRP229570	SRS5638031	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	23887959	6872777745	287	liver	tissue=Liver	keep	yellow drum liver transcriptome under cold and starvation stresses
nalbiflora	Nibea albiflora	base	SRR10432580	SRP229570	SRS5638030	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	21009683	6021008030	286	liver	tissue=Liver	keep	yellow drum liver transcriptome under cold and starvation stresses
nalbiflora	Nibea albiflora	base	SRR10432581	SRP229570	SRS5638029	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	23371498	6701100869	286	liver	tissue=Liver	keep	yellow drum liver transcriptome under cold and starvation stresses
nalbiflora	Nibea albiflora	base	SRR10432582	SRP229570	SRS5638028	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	23548623	6732731044	285	liver	tissue=Liver	keep	yellow drum liver transcriptome under cold and starvation stresses
nalbiflora	Nibea albiflora	base	SRR10432583	SRP229570	SRS5638027	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	23794098	6821055145	286	liver	tissue=Liver	keep	yellow drum liver transcriptome under cold and starvation stresses
nalbiflora	Nibea albiflora	base	SRR9670493	SRP214218	SRS5085873	RNA-Seq	TRANSCRIPTOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2500	21758836	6527650800	300			keep:tissue_unknown	Effects of Dietary n-3 Long Chain Polyunsaturated Fatty Acids (n-3 LC-PUFA) on Growth Performance, Body Composition and Adipose Tissue Transcriptome Analysis of
nalbiflora	Nibea albiflora	base	SRR9670494	SRP214218	SRS5085872	RNA-Seq	TRANSCRIPTOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2500	29020276	8706082800	300			keep:tissue_unknown	Effects of Dietary n-3 Long Chain Polyunsaturated Fatty Acids (n-3 LC-PUFA) on Growth Performance, Body Composition and Adipose Tissue Transcriptome Analysis of
nalbiflora	Nibea albiflora	base	SRR9670495	SRP214218	SRS5085871	RNA-Seq	TRANSCRIPTOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2500	26374178	7912253400	300			keep:tissue_unknown	Effects of Dietary n-3 Long Chain Polyunsaturated Fatty Acids (n-3 LC-PUFA) on Growth Performance, Body Composition and Adipose Tissue Transcriptome Analysis of
nalbiflora	Nibea albiflora	base	SRR9670496	SRP214218	SRS5085870	RNA-Seq	TRANSCRIPTOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2500	23838026	7151407800	300			keep:tissue_unknown	Effects of Dietary n-3 Long Chain Polyunsaturated Fatty Acids (n-3 LC-PUFA) on Growth Performance, Body Composition and Adipose Tissue Transcriptome Analysis of
nalbiflora	Nibea albiflora	base	SRR9670497	SRP214218	SRS5085866	RNA-Seq	TRANSCRIPTOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2500	22732677	6819803100	300			keep:tissue_unknown	Effects of Dietary n-3 Long Chain Polyunsaturated Fatty Acids (n-3 LC-PUFA) on Growth Performance, Body Composition and Adipose Tissue Transcriptome Analysis of
nalbiflora	Nibea albiflora	base	SRR9670498	SRP214218	SRS5085868	RNA-Seq	TRANSCRIPTOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2500	23909169	7172750700	300			keep:tissue_unknown	Effects of Dietary n-3 Long Chain Polyunsaturated Fatty Acids (n-3 LC-PUFA) on Growth Performance, Body Composition and Adipose Tissue Transcriptome Analysis of
nalbiflora	Nibea albiflora	base	SRR9670499	SRP214218	SRS5085867	RNA-Seq	TRANSCRIPTOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2500	26369342	7910802600	300			keep:tissue_unknown	Effects of Dietary n-3 Long Chain Polyunsaturated Fatty Acids (n-3 LC-PUFA) on Growth Performance, Body Composition and Adipose Tissue Transcriptome Analysis of
nalbiflora	Nibea albiflora	base	SRR9670500	SRP214218	SRS5085869	RNA-Seq	TRANSCRIPTOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2500	25065426	7519627800	300			keep:tissue_unknown	Effects of Dietary n-3 Long Chain Polyunsaturated Fatty Acids (n-3 LC-PUFA) on Growth Performance, Body Composition and Adipose Tissue Transcriptome Analysis of
nalbiflora	Nibea albiflora	base	SRR9016976	SRP195508	SRS4726510	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	16312629	4078157250	250			keep:tissue_unknown	Nibea albiflora Raw sequence reads
nalbiflora	Nibea albiflora	base	SRR9016977	SRP195508	SRS4726509	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	19364599	4841149750	250			keep:tissue_unknown	Nibea albiflora Raw sequence reads
nalbiflora	Nibea albiflora	base	SRR9016978	SRP195508	SRS4726508	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	19909570	4977392500	250			keep:tissue_unknown	Nibea albiflora Raw sequence reads
nalbiflora	Nibea albiflora	base	SRR9016979	SRP195508	SRS4726507	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	17580528	4395132000	250			keep:tissue_unknown	Nibea albiflora Raw sequence reads
nalbiflora	Nibea albiflora	base	SRR9016980	SRP195508	SRS4726506	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	18952719	4738179750	250			keep:tissue_unknown	Nibea albiflora Raw sequence reads
nalbiflora	Nibea albiflora	base	SRR9016981	SRP195508	SRS4726505	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	19475428	4868857000	250			keep:tissue_unknown	Nibea albiflora Raw sequence reads
nalbiflora	Nibea albiflora	base	SRR5264514	SRP100099	SRS1984875	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	17666357	4416589250	250	kidney	tissue=Brain, heart, liver, kidney, muscle, head kidney, skin, fin,	keep	Nibea albiflora Raw sequence reads
nalbiflora	Nibea albiflora	base	SRR1016446	SRP031903	SRS493656	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina HiSeq 2000	40609132	8121826400	200			keep:tissue_unknown	Nibea albiflora Transcriptome or Gene expression
