taxid	scientific_name	rank	group	domain	kingdom	phylum	class	order	family	genus	clade	clade_from	lineage
337179	Emberiza fucata	species	Vertebrata	Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Fringillidae	Emberiza	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Sauropsida; Sauria; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Passeroidea; Fringillidae; Emberizinae; Emberizini; Emberiza
337243	Halorubrum ezzemoulense	species	Archaea	Archaea	Methanobacteriati	Methanobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halorubrum	Methanobacteriota	phylum	cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Stenosarchaea group; Halobacteria; Halobacteriales; Haloferacaceae; Halorubrum
337451	Cinnamomum micranthum f. kanehirae	forma	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Laurales	Lauraceae	Cinnamomum	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; Magnoliidae; Laurales; Lauraceae; Cinnamomum; Cinnamomum micranthum
337641	Hemibagrus wyckioides	species	Vertebrata	Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Bagridae	Hemibagrus	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Osteoglossocephalai; Clupeocephala; Otomorpha; Ostariophysi; Otophysi; Characiphysae; Siluriformes; Siluroidei; Bagridae; Hemibagrus
338584	Polymorphospora rubra	species	Bacteria	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Polymorphospora	Actinomycetota	phylum	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Polymorphospora
338654	Bienertia sinuspersici	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Bienertia	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Amaranthaceae; Suaedoideae; Bienertia
338963	Syntrophotalea carbinolica (strain DSM 2380 / NBRC 103641 / GraBd1)	strain	Bacteria	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Syntrophotaleaceae	Syntrophotalea	Thermodesulfobacteriota	phylum	cellular organisms; Bacteria; Pseudomonadati; Thermodesulfobacteriota; Desulfuromonadia; Desulfuromonadales; Syntrophotaleaceae; Syntrophotalea; Syntrophotalea carbinolica
338966	Pelobacter propionicus (strain DSM 2379 / NBRC 103807 / OttBd1)	strain	Bacteria	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Thermodesulfobacteriota	phylum	cellular organisms; Bacteria; Pseudomonadati; Thermodesulfobacteriota; Desulfuromonadia; Desulfuromonadales; Desulfuromonadaceae; Pelobacter; Pelobacter propionicus
338969	Albidiferax ferrireducens (strain ATCC BAA-621 / DSM 15236 / T118)	strain	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Rhodoferax; Rhodoferax ferrireducens
339359	Zalerion maritima	species	Fungi	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Lulworthiales	Lulworthiaceae	Zalerion	Ascomycota	phylum	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Lulworthiomycetidae; Lulworthiales; Lulworthiaceae; Zalerion
339860	Methanosphaera stadtmanae (strain ATCC 43021 / DSM 3091 / JCM 11832 / MCB-3)	strain	Archaea	Archaea	Methanobacteriati	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanobacteriota	phylum	cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Methanomada group; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanosphaera; Methanosphaera stadtmanae
340320	Leucobacter luti	species	Bacteria	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter	Actinomycetota	phylum	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Leucobacter
340414	Aspergillus fumigatiaffinis	species	Fungi	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Ascomycota	phylum	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus; Fumigati
341454	Ascodesmis nigricans	species	Fungi	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Ascodesmis	Ascomycota	phylum	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; Pezizomycetes; Pezizales; Ascodesmidaceae; Ascodesmis
342381	Halcyon senegalensis	species	Vertebrata	Eukaryota	Metazoa	Chordata	Aves	Coraciiformes	Alcedinidae	Halcyon	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Sauropsida; Sauria; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Neoaves; Telluraves; Coraciimorphae; Coraciiformes; Alcedinidae; Halcyon
342668	Pseudogymnoascus verrucosus	species	Fungi	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Pseudogymnoascus	Ascomycota	phylum	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Leotiomycetes; Thelebolales; Thelebolaceae; Pseudogymnoascus
342808	Paratrimastix pyriformis	species	Eukaryota (other)	Eukaryota		Preaxostyla			Paratrimastigidae	Paratrimastix	Preaxostyla	phylum	cellular organisms; Eukaryota; Metamonada; Preaxostyla; Paratrimastigidae; Paratrimastix
342944	Sinobaca qinghaiensis	species	Bacteria	Bacteria	Bacillati	Bacillota	Bacilli	Caryophanales	Sporolactobacillaceae	Sinobaca	Bacillota	phylum	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Caryophanales; Sporolactobacillaceae; Sinobaca
343013	Paenacidovorax caeni	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Paenacidovorax	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Paenacidovorax
343403	Costertonia aggregata	species	Bacteria	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Costertonia	Bacteroidota	phylum	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Costertonia
343691	Hermetia illucens	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Stratiomyidae	Hermetia	Arthropoda	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Altocrustacea; Allotriocarida; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Eumetabola; Endopterygota; Aparaglossata; Panorpida; Diptera; Brachycera; Stratiomyomorpha; Stratiomyidae; Hermetiinae; Hermetia
344609	Shigella boydii serotype 18 (strain CDC 3083-94 / BS512)	strain	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella; Shigella boydii
344612	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107)	strain	Fungi	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Ascomycota	phylum	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus; Fumigati; Aspergillus clavatus
344886	Chlamydophila parapsittaci	species	Bacteria	Bacteria	Pseudomonadati	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydiota	phylum	cellular organisms; Bacteria; Pseudomonadati; PVC group; Chlamydiota; Chlamydiia; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia
345573	Podiceps cristatus	species	Vertebrata	Eukaryota	Metazoa	Chordata	Aves	Podicipediformes	Podicipedidae	Podiceps	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Sauropsida; Sauria; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Neoaves; Mirandornithes; Podicipediformes; Podicipedidae; Podiceps
345631	Geobacter argillaceus	species	Bacteria	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	Thermodesulfobacteriota	phylum	cellular organisms; Bacteria; Pseudomonadati; Thermodesulfobacteriota; Desulfuromonadia; Geobacterales; Geobacteraceae; Geobacter
345717	Pieris macdunnoughi	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Arthropoda	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Altocrustacea; Allotriocarida; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Eumetabola; Endopterygota; Aparaglossata; Panorpida; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia; Obtectomera; Papilionoidea; Pieridae; Pierinae; Pierini; Pieris
345907	Salegentibacter agarivorans	species	Bacteria	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Salegentibacter	Bacteroidota	phylum	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Salegentibacter
347529	Centaurea solstitialis	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Carduoideae; Cardueae; Centaureinae; Centaurea
348610	Methanogenium marinum	species	Archaea	Archaea	Methanobacteriati	Methanobacteriota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanogenium	Methanobacteriota	phylum	cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Stenosarchaea group; Methanomicrobia; Methanomicrobiales; Methanomicrobiaceae; Methanogenium
348720	Pararge aegeria aegeria	subspecies	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Pararge	Arthropoda	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Altocrustacea; Allotriocarida; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Eumetabola; Endopterygota; Aparaglossata; Panorpida; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Ditrysia; Obtectomera; Papilionoidea; Nymphalidae; Satyrinae; Satyrini; Parargina; Pararge; Pararge aegeria
348780	Natronomonas pharaonis (strain ATCC 35678 / DSM 2160 / CIP 103997 / JCM 8858 / NBRC 14720 / NCIMB 2260 / Gabara)	strain	Archaea	Archaea	Methanobacteriati	Methanobacteriota	Halobacteria	Halobacteriales	Natronomonadaceae	Natronomonas	Methanobacteriota	phylum	cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Stenosarchaea group; Halobacteria; Halobacteriales; Natronomonadaceae; Natronomonas; Natronomonas pharaonis
348802	Exophiala xenobiotica	species	Fungi	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Ascomycota	phylum	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Eurotiomycetes; Chaetothyriomycetidae; Chaetothyriales; Herpotrichiellaceae; Exophiala
348824	Rhizobium favelukesii	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Rhizobium
348826	Natronorubrum aibiense	species	Archaea	Archaea	Methanobacteriati	Methanobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natronorubrum	Methanobacteriota	phylum	cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Stenosarchaea group; Halobacteria; Halobacteriales; Natrialbaceae; Natronorubrum
348837	Spironucleus salmonicida	species	Eukaryota (other)	Eukaryota		Fornicata		Diplomonadida	Hexamitidae	Spironucleus	Fornicata	phylum	cellular organisms; Eukaryota; Metamonada; Fornicata; Diplomonadida; Hexamitidae; Hexamitinae; Spironucleus
349096	Pectinatus haikarae	species	Bacteria	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Pectinatus	Bacillota	phylum	cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Selenomonadales; Selenomonadaceae; Pectinatus
349307	Methanothrix thermoacetophila (strain DSM 6194 / JCM 14653 / NBRC 101360 / PT)	strain	Archaea	Archaea	Methanobacteriati	Methanobacteriota	Methanomicrobia	Methanotrichales	Methanotrichaceae	Methanothrix	Methanobacteriota	phylum	cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Stenosarchaea group; Methanomicrobia; Methanotrichales; Methanotrichaceae; Methanothrix; Methanothrix thermoacetophila
349313	Krasilnikovia cinnamomea	species	Bacteria	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Krasilnikovia	Actinomycetota	phylum	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Krasilnikovia
349316	Luedemannella flava	species	Bacteria	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Luedemannella	Actinomycetota	phylum	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Luedemannella
349521	Hahella chejuensis (strain KCTC 2396)	strain	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Hahella	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Oceanospirillales; Hahellaceae; Hahella; Hahella chejuensis
349934	Brooklawnia cerclae	species	Bacteria	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Brooklawnia	Actinomycetota	phylum	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Propionibacteriaceae; Brooklawnia
351052	Alkalilimnicola ehrlichii	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Alkalilimnicola	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Chromatiales; Ectothiorhodospiraceae; Alkalilimnicola
351091	Oscillibacter valericigenes	species	Bacteria	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Oscillibacter	Bacillota	phylum	cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae; Oscillibacter
351160	Methanocella arvoryzae (strain DSM 22066 / NBRC 105507 / MRE50)	strain	Archaea	Archaea	Methanobacteriati	Methanobacteriota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella	Methanobacteriota	phylum	cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Stenosarchaea group; Methanomicrobia; Methanocellales; Methanocellaceae; Methanocella; Methanocella arvoryzae
351215	Pseudokineococcus marinus	species	Bacteria	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Pseudokineococcus	Actinomycetota	phylum	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kineosporiales; Kineosporiaceae; Pseudokineococcus
351605	Geotalea uraniireducens (strain Rf4)	strain	Bacteria	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geotalea	Thermodesulfobacteriota	phylum	cellular organisms; Bacteria; Pseudomonadati; Thermodesulfobacteriota; Desulfuromonadia; Geobacterales; Geobacteraceae; Geotalea; Geotalea uraniireducens
351607	Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B)	strain	Bacteria	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Acidothermales	Acidothermaceae	Acidothermus	Actinomycetota	phylum	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Acidothermales; Acidothermaceae; Acidothermus; Acidothermus cellulolyticus
351627	Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331)	strain	Bacteria	Bacteria	Bacillati	Bacillota		Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Bacillota	phylum	cellular organisms; Bacteria; Bacillati; Bacillota; Bacillota incertae sedis; Caldicellulosiruptorales; Caldicellulosiruptoraceae; Caldicellulosiruptor; Caldicellulosiruptor saccharolyticus
352165	Pyramidobacter piscolens W5455	strain	Bacteria	Bacteria	Thermotogati	Synergistota	Synergistia	Synergistales	Dethiosulfovibrionaceae	Pyramidobacter	Synergistota	phylum	cellular organisms; Bacteria; Thermotogati; Synergistota; Synergistia; Synergistales; Dethiosulfovibrionaceae; Pyramidobacter; Pyramidobacter piscolens
352851	Sclerotinia nivalis	species	Fungi	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	Ascomycota	phylum	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Leotiomycetes; Helotiales; Sclerotiniaceae; Sclerotinia
353152	Cryptosporidium parvum (strain Iowa II)	strain	SAR	Eukaryota		Apicomplexa	Conoidasida	Eucoccidiorida	Cryptosporidiidae	Cryptosporidium	Apicomplexa	phylum	cellular organisms; Eukaryota; Sar; Alveolata; Apicomplexa; Conoidasida; Coccidia; Eucoccidiorida; Eimeriorina; Cryptosporidiidae; Cryptosporidium; Cryptosporidium parvum
353153	Trypanosoma cruzi (strain CL Brener)	strain	Discoba	Eukaryota		Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Trypanosoma	Euglenozoa	phylum	cellular organisms; Eukaryota; Discoba; Euglenozoa; Kinetoplastea; Metakinetoplastina; Trypanosomatida; Trypanosomatidae; Trypanosoma; Schizotrypanum; Trypanosoma cruzi
353542	Hyphodiscus hymeniophilus	species	Fungi	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyphodiscaceae	Hyphodiscus	Ascomycota	phylum	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Leotiomycetes; Helotiales; Hyphodiscaceae; Hyphodiscus
354080	Cudoniella acicularis	species	Fungi	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Cudoniella	Ascomycota	phylum	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Leotiomycetes; Helotiales; Helotiaceae; Cudoniella
354243	Mycolicibacter kumamotonensis	species	Bacteria	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	Actinomycetota	phylum	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycolicibacter
354351	Pseudochrobactrum asaccharolyticum	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Pseudochrobactrum	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Brucellaceae; Pseudochrobactrum
354439	Rhynchophorus ferrugineus	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Arthropoda	Insecta	Coleoptera	Curculionidae	Rhynchophorus	Arthropoda	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Altocrustacea; Allotriocarida; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Eumetabola; Endopterygota; Aparaglossata; Neuropteroidea; Coleoptera; Polyphaga; Cucujiformia; Curculionoidea; Curculionidae; Dryophthorinae; Rhynchophorus
355243	Amphritea atlantica	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Amphritea	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae; Amphritea
355548	Halobacterium jilantaiense	species	Archaea	Archaea	Methanobacteriati	Methanobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Methanobacteriota	phylum	cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Stenosarchaea group; Halobacteria; Halobacteriales; Halobacteriaceae; Halobacterium
355587	Nesidiocoris tenuis	species	Metazoa (non-vertebrate)	Eukaryota	Metazoa	Arthropoda	Insecta	Hemiptera	Miridae	Nesidiocoris	Arthropoda	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Altocrustacea; Allotriocarida; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Eumetabola; Paraneoptera; Hemiptera; Prosorrhyncha; Heteroptera; Euheteroptera; Neoheteroptera; Panheteroptera; Cimicomorpha; Cimicoidea; Miridae; Bryocorinae; Dicyphini; Dicyphina; Nesidiocoris
355930	Microcella alkalica	species	Bacteria	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microcella	Actinomycetota	phylum	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Microcella
356322	Heliorestis convoluta	species	Bacteria	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Heliobacteriaceae	Heliorestis	Bacillota	phylum	cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Heliobacteriaceae; Heliorestis
357074	Pteruthius melanotis	species	Vertebrata	Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Timaliidae	Pteruthius	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Sauropsida; Sauria; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Timaliidae; Pteruthius
357233	Siccibacter turicensis	species	Bacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Siccibacter	Pseudomonadota	phylum	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Siccibacter
357466	Papaver atlanticum	species	Viridiplantae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Papaveraceae	Papaver	Streptophyta	phylum	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; Ranunculales; Papaveraceae; Papaveroideae; Papaver
357696	Emberiza melanocephala	species	Vertebrata	Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Fringillidae	Emberiza	Chordata	phylum	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Sauropsida; Sauria; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Passeroidea; Fringillidae; Emberizinae; Emberizini; Emberiza
357750	Cercospora berteroae	species	Fungi	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Cercospora	Ascomycota	phylum	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetidae; Mycosphaerellales; Mycosphaerellaceae; Cercospora
