upid	organism	taxid	group	protein_count	n_itpr	n_ryr	n_unassigned	best_itpr_score	best_itpr_evalue	best_itpr_acc	itpr_status
UP000004097	Solobacterium moorei F0204	706433	bacteria_genus	2034	0	0	0				absent
UP000191112	Soonwooa buanensis	619805	bacteria_genus	3053	0	0	0				absent
UP001217485	Sorangium atrum	2995308	bacteria_genus	9801	0	0	0				absent
UP001312908	Sorlinia euscelidii	3081148	bacteria_genus	2301	0	0	0				absent
UP000569732	Spartinivicinus marinus	2994442	bacteria_genus	6100	0	0	0				absent
UP001259982	Spectribacter acetivorans	3075603	bacteria_genus	3136	0	0	0				absent
UP000539111	Spelaeicoccus albus	1280376	bacteria_genus	3738	0	0	0				absent
UP001152755	Speluncibacter jeojiensis	2710754	bacteria_genus	4324	0	0	0				absent
UP000610966	Sphaerimonospora thailandensis	795644	bacteria_genus	5824	0	0	0				absent
UP001500888	Sphaerisporangium flaviroseum	509199	bacteria_genus	8333	0	0	0				absent
UP000002027	Sphaerobacter thermophilus (strain ATCC 49802 / DSM 20745 / KCCM 41009 / NCIMB 13125 / S 6022)	479434	bacteria_genus	3471	0	0	0				absent
UP000829708	Sphaerochaeta associata	1129264	bacteria_genus	3211	0	0	0				absent
UP000300142	Sphaerospermopsis reniformis	531300	bacteria_genus	5397	0	0	0				absent
UP001057498	Sphaerotilus microaerophilus	2914710	bacteria_genus	5168	0	0	0				absent
UP001595615	Sphingoaurantiacus capsulatus	1771310	bacteria_genus	3605	0	0	0				absent
UP000286246	Sphingobacterium detergens	1145106	bacteria_genus	5612	0	0	0				absent
UP000590524	Sphingobium scionense	1404341	bacteria_genus	5867	0	0	0				absent
UP001155128	Sphingomicrobium sediminis	2950949	bacteria_genus	2325	0	0	0				absent
UP000018851	Sphingomonas sanxanigenens DSM 19645 = NX02	1123269	bacteria_genus	6101	0	0	0				absent
UP000076088	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	33050	bacteria_genus	5400	0	0	0				absent
UP000428803	Sphingorhabdus lacus	392610	bacteria_genus	3210	0	0	0				absent
UP001597124	Sphingosinicella xenopeptidilytica	364098	bacteria_genus	3927	0	0	0				absent
UP000589036	Spinactinospora alkalitolerans	687207	bacteria_genus	6077	0	0	0				absent
UP000433788	Spiribacter salilacus	2664894	bacteria_genus	2078	0	0	0				absent
UP000652013	Spirilliplanes yamanashiensis	42233	bacteria_genus	6138	0	0	0				absent
UP000253934	Spirobacillus cienkowskii	495820	bacteria_genus	2415	0	0	0				absent
UP000587760	Spirochaeta isovalerica	150	bacteria_genus	4378	0	0	0				absent
UP001163387	Spiroplasma ixodetis	2141	bacteria_genus	2173	0	0	0				absent
UP000464577	Spirosoma endbachense	2666025	bacteria_genus	8127	0	0	0				absent
UP001526426	Spirulina subsalsa FACHB-351	234711	bacteria_genus	4406	0	0	0				absent
UP001172082	Splendidivirga corallicola	3051826	bacteria_genus	6003	0	0	0				absent
UP000253303	Spongiactinospora rosea	2248750	bacteria_genus	8610	0	0	0				absent
UP000765845	Spongiibacter thalassae	2721624	bacteria_genus	3847	0	0	0				absent
UP000474296	Spongiivirga citrea	1481457	bacteria_genus	3588	0	0	0				absent
UP001612915	Spongisporangium articulatum	3362603	bacteria_genus	4512	0	0	0				absent
UP000184389	Sporanaerobacter acetigenes DSM 13106	1123281	bacteria_genus	2836	0	0	0				absent
UP000224460	Sporanaerobium hydrogeniformans	3072179	bacteria_genus	3308	0	0	0				absent
UP001500957	Sporichthya brevicatena	171442	bacteria_genus	4944	0	0	0				absent
UP000183995	Sporobacter termitidis DSM 10068	1123282	bacteria_genus	3771	0	0	0				absent
UP000030185	Sporocytophaga myxococcoides	153721	bacteria_genus	5042	0	0	0				absent
UP000460412	Sporofaciens musculi	2681861	bacteria_genus	5229	0	0	0				absent
UP001597399	Sporolactobacillus shoreicorticis	1923877	bacteria_genus	4330	0	0	0				absent
UP000243333	Sporolituus thermophilus DSM 23256	1123285	bacteria_genus	2858	0	0	0				absent
UP001668010	Sporomusa aerivorans	204936	bacteria_genus	6092	0	0	0				absent
UP000037109	Sporosarcina globispora (Bacillus globisporus)	1459	bacteria_genus	5125	0	0	0				absent
UP000798488	Sporotomaculum syntrophicum	182264	bacteria_genus	3088	0	0	0				absent
UP000000844	Stackebrandtia nassauensis (strain DSM 44728 / CIP 108903 / NRRL B-16338 / NBRC 102104 / LLR-40K-21)	446470	bacteria_genus	6379	0	0	0				absent
UP001193501	Stagnihabitans tardus	2699202	bacteria_genus	4219	0	0	0				absent
UP000282106	Stagnimonas aquatica	2689987	bacteria_genus	3293	0	0	0				absent
UP000295493	Stakelama pacifica	517720	bacteria_genus	3799	0	0	0				absent
UP000010473	Stanieria cyanosphaera (strain ATCC 29371 / PCC 7437)	111780	bacteria_genus	4751	0	0	0				absent
UP001170310	Staphylococcus pasteuri_A	3062664	bacteria_genus	3218	0	0	0				absent
UP000219331	Stappia indica	538381	bacteria_genus	4539	0	0	0				absent
UP000433050	Starkeya nomas	2666134	bacteria_genus	4541	0	0	0				absent
UP000461880	Stecheria intestinalis	2606630	bacteria_genus	2572	0	0	0				absent
UP001476950	Stenomitos frigidus AS-A4	2933935	bacteria_genus	6075	0	0	0				absent
UP000244248	Stenotrophobium rhamnosiphilum	2029166	bacteria_genus	3581	0	0	0				absent
UP001208054	Stenotrophomonas riyadhensis	2859893	bacteria_genus	4488	0	0	0				absent
UP001595904	Steroidobacter flavus	1842136	bacteria_genus	7571	0	0	0				absent
UP000242886	Sterolibacterium denitrificans	157592	bacteria_genus	2776	0	0	0				absent
UP000319004	Stieleria neptunia	2527979	bacteria_genus	7607	0	0	0				absent
UP001221838	Stigmatella ashevillensis	2995309	bacteria_genus	8367	0	0	0				absent
UP000018466	Stomatobaculum longum	796942	bacteria_genus	2070	0	0	0				absent
UP000317318	Stratiformator vulcanicus	2527980	bacteria_genus	4295	0	0	0				absent
UP000013941	Strawberry lethal yellows phytoplasma (CPA) str. NZSb11	980422	bacteria_genus	977	0	0	0				absent
UP000183015	Streptacidiphilus jiangxiensis	235985	bacteria_genus	8703	0	0	0				absent
UP000007842	Streptantibioticus cattleyicolor (strain ATCC 35852 / DSM 46488 / JCM 4925 / NBRC 14057 / NRRL 8057) (Streptomyces cattleya)	1003195	bacteria_genus	7537	0	0	0				absent
UP000184501	Streptoalloteichus hindustanus	2017	bacteria_genus	6533	0	0	0				absent
UP000002072	Streptobacillus moniliformis (strain ATCC 14647 / DSM 12112 / NCTC 10651 / 9901)	519441	bacteria_genus	1431	0	0	0				absent
UP001519349	Streptococcus panodentis	1581472	bacteria_genus	2576	0	0	0				absent
UP001551482	Streptodolium elevatio	3157996	bacteria_genus	8399	0	0	0				absent
UP000247922	Streptohalobacillus salinus	621096	bacteria_genus	2307	0	0	0				absent
UP001156498	Streptomonospora nanhaiensis	1323731	bacteria_genus	6167	0	0	0				absent
UP001501455	Streptomyces prasinosporus	68256	bacteria_genus	13725	0	0	0				absent
UP001230426	Streptosporangium brasiliense	47480	bacteria_genus	9716	0	0	0				absent
UP001703993	Streptoverticillium reticulum	1433415	bacteria_genus	7376	0	0	0				absent
UP001138989	Stutzerimonas kunmingensis	1211807	bacteria_genus	4471	0	0	0				absent
UP001221302	Stygiobacter electus	3032292	bacteria_genus	2813	0	0	0				absent
UP000003438	Subdoligranulum variabile DSM 15176	411471	bacteria_genus	3378	0	0	0				absent
UP000321578	Subsaximicrobium wynnwilliamsii	291179	bacteria_genus	3955	0	0	0				absent
UP000598775	Subtercola lobariae	1588641	bacteria_genus	3854	0	0	0				absent
UP000018458	Succinatimonas hippei (strain DSM 22608 / JCM 16073 / KCTC 15190 / YIT 12066)	762983	bacteria_genus	2169	0	0	0				absent
UP000198943	Succiniclasticum ruminis	40841	bacteria_genus	2431	0	0	0				absent
UP000243374	Succinivibrio dextrinosolvens	83771	bacteria_genus	2794	0	0	0				absent
UP000263232	Suicoccus acidiformans	2036206	bacteria_genus	2209	0	0	0				absent
UP001652432	Suilimivivens aceti	2981774	bacteria_genus	3159	0	0	0				absent
UP000434409	Suipraeoptans intestinalis	2606628	bacteria_genus	2143	0	0	0				absent
UP000663929	Sulfidibacter corallicola	2818388	bacteria_genus	6898	0	0	0				absent
UP001596353	Sulfitobacter porphyrae	1246864	bacteria_genus	4777	0	0	0				absent
UP001139263	Sulfoacidibacillus ferrooxidans	2005001	bacteria_genus	3230	0	0	0				absent
UP000533476	Sulfobacillus harzensis	2729629	bacteria_genus	4527	0	0	0				absent
UP000243180	Sulfuricaulis limicola	1620215	bacteria_genus	2756	0	0	0				absent
UP000015559	Sulfuricella denitrificans (strain DSM 22764 / NBRC 105220 / skB26)	1163617	bacteria_genus	3071	0	0	0				absent
UP000008721	Sulfuricurvum kujiense (strain ATCC BAA-921 / DSM 16994 / JCM 11577 / YK-1)	709032	bacteria_genus	2794	0	0	0				absent
UP000286806	Sulfuriferula multivorans	1559896	bacteria_genus	3515	0	0	0				absent
UP000218899	Sulfurifustis variabilis	1675686	bacteria_genus	3857	0	0	0				absent
UP000001369	Sulfurihydrogenibium azorense (strain DSM 15241 / OCM 825 / Az-Fu1)	204536	bacteria_genus	1708	0	0	0				absent
UP000502260	Sulfurimicrobium lacus	2715678	bacteria_genus	3673	0	0	0				absent
UP000006431	Sulfurimonas gotlandica (strain DSM 19862 / JCM 16533 / GD1)	929558	bacteria_genus	2865	0	0	0				absent
UP000295367	Sulfurirhabdus autotrophica	1706046	bacteria_genus	3698	0	0	0				absent
UP000475117	Sulfuriroseicoccus oceanibius	2707525	bacteria_genus	2750	0	0	0				absent
UP000268908	Sulfurisoma sediminicola	1381557	bacteria_genus	2823	0	0	0				absent
UP000031637	Sulfuritalea hydrogenivorans sk43H	1223802	bacteria_genus	3578	0	0	0				absent
UP000295135	Sulfuritortus calidifontis	1914471	bacteria_genus	2668	0	0	0				absent
UP000198461	Sulfurivirga caldicuralii	364032	bacteria_genus	1631	0	0	0				absent
UP000019322	Sulfurospirillum multivorans (strain DM 12446 / JCM 15788 / NBRC 109480)	1150621	bacteria_genus	3191	0	0	0				absent
UP000075359	Sulfurovum riftiae	1630136	bacteria_genus	2316	0	0	0				absent
UP001596978	Sungkyunkwania multivorans	1173618	bacteria_genus	3619	0	0	0				absent
UP000036958	Sunxiuqinia dokdonensis	1409788	bacteria_genus	4693	0	0	0				absent
UP000237073	Superficieibacter electus	2022662	bacteria_genus	5310	0	0	0				absent
UP000215224	Sutcliffiella cohnii	33932	bacteria_genus	4687	0	0	0				absent
UP000715095	Sutterella massiliensis	1816689	bacteria_genus	2567	0	0	0				absent
UP000254601	Suttonella ornithocola	279832	bacteria_genus	2483	0	0	0				absent
UP001058860	Svornostia abyssi	2898438	bacteria_genus	4856	0	0	0				absent
UP000321405	Swaminathania salitolerans	182838	bacteria_genus	2533	0	0	0				absent
UP000316313	Swingsia samuiensis	1293412	bacteria_genus	1984	0	0	0				absent
UP001519289	Symbiobacterium terraclitae	557451	bacteria_genus	3591	0	0	0				absent
UP000825886	Symbiopectobacterium purcellii	2871826	bacteria_genus	4140	0	0	0				absent
UP000319383	Symmachiella dynata	2527995	bacteria_genus	6115	0	0	0				absent
UP000240206	Synechococcus lacustris str. Tous	1910958	bacteria_genus	2879	0	0	0				absent
UP000658720	Synechocystis salina LEGE 00031	1828736	bacteria_genus	3561	0	0	0				absent
UP000027665	Synergistes jonesii	2754	bacteria_genus	2481	0	0	0				absent
UP000046155	Syntrophaceticus schinkii	499207	bacteria_genus	3167	0	0	0				absent
UP000001784	Syntrophobacter fumaroxidans (strain DSM 10017 / MPOB)	335543	bacteria_genus	4012	0	0	0				absent
UP000007488	Syntrophobotulus glycolicus (strain DSM 8271 / FlGlyR)	645991	bacteria_genus	3105	0	0	0				absent
UP000045545	Syntrophomonas zehnderi OL-4	690567	bacteria_genus	2631	0	0	0				absent
UP000002534	Syntrophotalea carbinolica (strain DSM 2380 / NBRC 103641 / GraBd1) (Pelobacter carbinolicus)	338963	bacteria_genus	3292	0	0	0				absent
UP000000378	Syntrophothermus lipocalidus (strain DSM 12680 / TGB-C1)	643648	bacteria_genus	2311	0	0	0				absent
UP000198744	Syntrophus gentianae	43775	bacteria_genus	3382	0	0	0				absent
UP000648908	Szabonella alba	2804194	bacteria_genus	3873	0	0	0				absent
UP001595445	Tabrizicola soli	2185115	bacteria_genus	4486	0	0	0				absent
UP000295293	Tahibacter aquaticus	520092	bacteria_genus	5664	0	0	0				absent
UP000240572	Taibaiella chishuiensis	1434707	bacteria_genus	4946	0	0	0				absent
UP000652681	Taishania pollutisoli	2766479	bacteria_genus	3183	0	0	0				absent
UP000616151	Taklimakanibacter albus	2800327	bacteria_genus	6879	0	0	0				absent
UP000294911	Tamaricihabitans halophyticus	1262583	bacteria_genus	5978	0	0	0				absent
UP000218332	Tamilnaduibacter salinus	1484056	bacteria_genus	3136	0	0	0				absent
UP000760545	Tamlana crocina	393006	bacteria_genus	3795	0	0	0				absent
UP000184050	Tangfeifania diversioriginum	1168035	bacteria_genus	4103	0	0	0				absent
UP000005436	Tannerella forsythia (strain ATCC 43037 / JCM 10827 / CCUG 21028 A / KCTC 5666 / FDC 338) (Bacteroides forsythus)	203275	bacteria_genus	2978	0	0	0				absent
UP000032679	Tanticharoenia sakaeratensis NBRC 103193	1231623	bacteria_genus	3154	0	0	0				absent
UP000182063	Tardibacter chloracetimidivorans	1921510	bacteria_genus	3667	0	0	0				absent
UP000076574	Tardiphaga robiniae	943830	bacteria_genus	5721	0	0	0				absent
UP000186336	Tateyamaria omphalii	299262	bacteria_genus	4117	0	0	0				absent
UP000195729	Tatumella citrea (Pantoea citrea)	53336	bacteria_genus	4023	0	0	0				absent
UP001058120	Taurinivorans muris	2787751	bacteria_genus	1922	0	0	0				absent
UP000317835	Tautonia plasticadhaerens	2527974	bacteria_genus	7326	0	0	0				absent
UP000003121	Taylorella equigenitalis ATCC 35865	743973	bacteria_genus	1540	0	0	0				absent
UP000188879	Teichococcus deserti	1817963	bacteria_genus	5405	0	0	0				absent
UP001165263	Telluria mixta	34071	bacteria_genus	6339	0	0	0				absent
UP000676194	Telmatocola sphagniphila	1123043	bacteria_genus	5173	0	0	0				absent
UP000233293	Telmatospirillum siberiense	382514	bacteria_genus	5353	0	0	0				absent
UP001268683	Temperatibacter marinus	1456591	bacteria_genus	2827	0	0	0				absent
UP001732062	Tenacibaculum xiamenense	1261553	bacteria_genus	4402	0	0	0				absent
UP000659047	Tenebrionibacter intestinalis	2799638	bacteria_genus	3506	0	0	0				absent
UP000746420	Tenebrionicola larvae	2815733	bacteria_genus	3522	0	0	0				absent
UP001595699	Tenggerimyces flavus	1708749	bacteria_genus	7832	0	0	0				absent
UP000287352	Tengunoibacter tsumagoiensis	2014871	bacteria_genus	5981	0	0	0				absent
UP000199334	Tenuibacillus multivorans	237069	bacteria_genus	3018	0	0	0				absent
UP001561933	Tenuifilum osseticum	3374723	bacteria_genus	2688	0	0	0				absent
UP000295678	Tepidamorphus gemmatus	747076	bacteria_genus	3554	0	0	0				absent
UP000010802	Tepidanaerobacter acetatoxydans (strain DSM 21804 / JCM 16047 / Re1)	1209989	bacteria_genus	2640	0	0	0				absent
UP000070352	Tepidibacillus decaturensis	1413211	bacteria_genus	2599	0	0	0				absent
UP001222800	Tepidibacter hydrothermalis	3036126	bacteria_genus	3807	0	0	0				absent
UP000028702	Tepidicaulis marinus	1333998	bacteria_genus	3398	0	0	0				absent
UP000295510	Tepidicella xavieri	360241	bacteria_genus	2634	0	0	0				absent
UP001212803	Tepidiforma flava	3004094	bacteria_genus	2882	0	0	0				absent
UP000198828	Tepidimicrobium xylanilyticum	1123352	bacteria_genus	2998	0	0	0				absent
UP000318294	Tepidimonas charontis	2267262	bacteria_genus	2630	0	0	0				absent
UP000182108	Tepidiphilus thermophilus	876478	bacteria_genus	2181	0	0	0				absent
UP000516361	Tepiditoga spiralis	2108365	bacteria_genus	2276	0	0	0				absent
UP000231658	Terasakiella magnetica	1867952	bacteria_genus	3572	0	0	0				absent
UP000094291	Terasakiispira papahanaumokuakeensis	197479	bacteria_genus	3403	0	0	0				absent
UP000009080	Teredinibacter turnerae (strain ATCC 39867 / T7901)	377629	bacteria_genus	4249	0	0	0				absent
UP001198163	Teretinema zuelzerae	156	bacteria_genus	3043	0	0	0				absent
UP000078486	Termitidicoccus mucosus	1184151	bacteria_genus	4993	0	0	0				absent
UP000269352	Termititenax aidoneus	2218524	bacteria_genus	2306	0	0	0				absent
UP001500730	Terrabacter carboxydivorans	619730	bacteria_genus	4734	0	0	0				absent
UP000278440	Terracoccus luteus	53356	bacteria_genus	3555	0	0	0				absent
UP000216852	Terribacillus saccharophilus	361277	bacteria_genus	3745	0	0	0				absent
UP001201701	Terribium retamae	2912854	bacteria_genus	6032	0	0	0				absent
UP000431269	Terricaulis silvestris	2686094	bacteria_genus	3942	0	0	0				absent
UP000321820	Terriglobus albidus	1592106	bacteria_genus	4970	0	0	0				absent
UP001274321	Terrihabitans rhizophilus	3092662	bacteria_genus	3241	0	0	0				absent
UP001145050	Terrihalobacillus insolitus	2950438	bacteria_genus	3508	0	0	0				absent
UP001597458	Terrilactibacillus laevilacticus	1380157	bacteria_genus	3032	0	0	0				absent
UP000298488	Terrimesophilobacter mesophilus	433647	bacteria_genus	2302	0	0	0				absent
UP000076023	Terrimicrobium sacchariphilum	690879	bacteria_genus	4168	0	0	0				absent
UP001165367	Terrimonas ginsenosidimutans	2908004	bacteria_genus	5599	0	0	0				absent
UP001653955	Terripilifer ovatus	3032367	bacteria_genus	6659	0	0	0				absent
UP001140817	Terrisporobacter muris	2963284	bacteria_genus	3998	0	0	0				absent
UP001657064	Tersicoccus mangrovi	3121635	bacteria_genus	3338	0	0	0				absent
UP000184512	Tessaracoccus bendigoensis DSM 12906	1123357	bacteria_genus	3715	0	0	0				absent
UP000305526	Testudinibacter aquarius	1524974	bacteria_genus	2465	0	0	0				absent
UP000886607	Tetragenococcus koreensis	290335	bacteria_genus	2507	0	0	0				absent
UP000217065	Tetzosporium hominis	2020506	bacteria_genus	2916	0	0	0				absent
UP001192346	Texas Phoenix palm phytoplasma	176709	bacteria_genus	378	0	0	0				absent
UP000551878	Texcoconibacillus texcoconensis	1095777	bacteria_genus	3280	0	0	0				absent
UP000198584	Thalassobacillus cyri	571932	bacteria_genus	4309	0	0	0				absent
UP000184408	Thalassobacter stenotrophicus DSM 16310	1123361	bacteria_genus	3602	0	0	0				absent
UP001225316	Thalassobacterium maritimum	3041265	bacteria_genus	4022	0	0	0				absent
UP000630353	Thalassobaculum fulvum	1633335	bacteria_genus	5553	0	0	0				absent
UP001303407	Thalassobellus suaedae	3074124	bacteria_genus	3390	0	0	0				absent
UP000306113	Thalassobius vesicularis	1294297	bacteria_genus	3652	0	0	0				absent
UP000253977	Thalassococcus profundi	2282382	bacteria_genus	4371	0	0	0				absent
UP000317243	Thalassoglobus neptunius	1938619	bacteria_genus	5460	0	0	0				absent
UP001147830	Thalassolituus pacificus	2975440	bacteria_genus	3779	0	0	0				absent
UP000032352	Thalassomonas viridans	137584	bacteria_genus	6499	0	0	0				absent
UP000244817	Thalassorhabdomicrobium marinisediminis	2170577	bacteria_genus	3212	0	0	0				absent
UP001596142	Thalassorhabdus alkalitolerans	2282697	bacteria_genus	3327	0	0	0				absent
UP000233458	Thalassospira marina	2048283	bacteria_genus	4698	0	0	0				absent
UP000623842	Thalassotalea marina	1673741	bacteria_genus	4297	0	0	0				absent
UP000051086	Thalassovita autumnalis	2072972	bacteria_genus	4141	0	0	0				absent
UP000013047	Thauera phenylacetica B4P	1234382	bacteria_genus	4836	0	0	0				absent
UP000000467	Thermacetogenium phaeum (strain ATCC BAA-254 / DSM 26808 / PB)	1089553	bacteria_genus	2803	0	0	0				absent
UP000523087	Thermaerobacillus caldiproteolyticus	247480	bacteria_genus	3723	0	0	0				absent
UP001304683	Thermaerobacter composti	554949	bacteria_genus	2349	0	0	0				absent
UP001165306	Thermalbibacter longus	2951981	bacteria_genus	3226	0	0	0				absent
UP000192569	Thermanaeromonas toyohensis ToBE	698762	bacteria_genus	3229	0	0	0				absent
UP000515847	Thermanaerosceptrum fracticalcis	1712410	bacteria_genus	3595	0	0	0				absent
UP001254165	Thermanaerothrix solaris	3058434	bacteria_genus	2989	0	0	0				absent
UP000005730	Thermanaerovibrio velox DSM 12556	926567	bacteria_genus	1737	0	0	0				absent
UP000256485	Thermasporomyces composti	696763	bacteria_genus	3739	0	0	0				absent
UP001461341	Thermatribacter velox	3039681	bacteria_genus	2198	0	0	0				absent
UP000286715	Thermaurantimonas aggregans	2173829	bacteria_genus	2235	0	0	0				absent
UP000002377	Thermincola potens (strain JR)	635013	bacteria_genus	2908	0	0	0				absent
UP001727337	Thermithiobacillus tepidarius DSM 3134	1123368	bacteria_genus	2861	0	0	0				absent
UP000530514	Thermoactinomyces daqus	1329516	bacteria_genus	3444	0	0	0				absent
UP001223886	Thermoanaerobacter pentosaceus	694059	bacteria_genus	2602	0	0	0				absent
UP001166402	Thermoanaerobacterium butyriciformans	1702242	bacteria_genus	2980	0	0	0				absent
UP000027284	Thermoanaerobaculum aquaticum	1312852	bacteria_genus	2252	0	0	0				absent
UP000681526	Thermobacillus xylanilyticus	76633	bacteria_genus	3927	0	0	0				absent
UP000000323	Thermobaculum terrenum (strain ATCC BAA-798 / CCMEE 7001 / YNP1)	525904	bacteria_genus	2827	0	0	0				absent
UP000265719	Thermobifida halotolerans	483545	bacteria_genus	4640	0	0	0				absent
UP000006640	Thermobispora bispora (strain ATCC 19993 / DSM 43833 / CBS 139.67 / JCM 10125 / KCTC 9307 / NBRC 14880 / R51)	469371	bacteria_genus	3545	0	0	0				absent
UP000014923	Thermobrachium celere DSM 8682	941824	bacteria_genus	2370	0	0	0				absent
UP000578449	Thermocatellispora tengchongensis	1073253	bacteria_genus	10304	0	0	0				absent
UP000426424	Thermochromatium tepidum ATCC 43061	316276	bacteria_genus	2527	0	0	0				absent
UP000011220	Thermoclostridium stercorarium (strain ATCC 35414 / DSM 8532 / NCIMB 11754) (Clostridium stercorarium)	1121335	bacteria_genus	2669	0	0	0				absent
UP001163152	Thermocoleostomius sinensis A174	2016057	bacteria_genus	4880	0	0	0				absent
UP000018914	Thermocrinis ruber	75906	bacteria_genus	1625	0	0	0				absent
UP000006793	Thermodesulfatator indicus (strain DSM 15286 / JCM 11887 / CIR29812)	667014	bacteria_genus	2184	0	0	0				absent
UP000282654	Thermodesulfitimonas autotrophica	1894989	bacteria_genus	2146	0	0	0				absent
UP000006583	Thermodesulfobacterium geofontis (strain OPF15)	795359	bacteria_genus	1594	0	0	0				absent
UP000011765	Thermodesulfobium narugense DSM 14796	747365	bacteria_genus	1797	0	0	0				absent
UP000199611	Thermodesulforhabdus norvegica	39841	bacteria_genus	2661	0	0	0				absent
UP000054976	Thermodesulfovibrio aggregans	86166	bacteria_genus	1988	0	0	0				absent
UP000230000	Thermoflavifilum aggregans	454188	bacteria_genus	2357	0	0	0				absent
UP000199545	Thermoflavimicrobium dichotomicum	46223	bacteria_genus	3602	0	0	0				absent
UP000199513	Thermoflexibacter ruber	1003	bacteria_genus	4522	0	0	0				absent
UP000197025	Thermoflexus hugenholtzii JAD2	877466	bacteria_genus	2944	0	0	0				absent
UP000542342	Thermogemmata fonticola	2755323	bacteria_genus	3449	0	0	0				absent
UP000248706	Thermogemmatispora tikiterensis	1825093	bacteria_genus	4652	0	0	0				absent
UP000215086	Thermogutta terrifontis	1331910	bacteria_genus	4494	0	0	0				absent
UP000284177	Thermohalobacter berrensis	99594	bacteria_genus	2592	0	0	0				absent
UP000655420	Thermohalobaculum xanthum	2753746	bacteria_genus	3788	0	0	0				absent
UP000222056	Thermoleophilum album	29539	bacteria_genus	2060	0	0	0				absent
UP000505210	Thermoleptolyngbya sichuanensis A183	2737172	bacteria_genus	4271	0	0	0				absent
UP000295658	Thermolongibacillus altinsuensis	575256	bacteria_genus	2961	0	0	0				absent
UP000000447	Thermomicrobium roseum (strain ATCC 27502 / DSM 5159 / P-2)	309801	bacteria_genus	2858	0	0	0				absent
UP000515977	Thermomonas brevis	215691	bacteria_genus	3080	0	0	0				absent
UP000236723	Thermomonospora echinospora	1992	bacteria_genus	7946	0	0	0				absent
UP000537126	Thermonema lapsum	28195	bacteria_genus	2388	0	0	0				absent
UP000181976	Thermophagus xiamenensis	385682	bacteria_genus	3056	0	0	0				absent
UP001529256	Thermophilibacter provencensis	1852386	bacteria_genus	1917	0	0	0				absent
UP000319213	Thermopolyspora flexuosa	103836	bacteria_genus	4864	0	0	0				absent
UP000322294	Thermosediminibacter litoriperuensis	291989	bacteria_genus	2370	0	0	0				absent
UP000005139	Thermosinus carboxydivorans Nor1	401526	bacteria_genus	2738	0	0	0				absent
UP000002453	Thermosipho africanus (strain TCF52B)	484019	bacteria_genus	1918	0	0	0				absent
UP001056539	Thermospira aquatica	2828656	bacteria_genus	2323	0	0	0				absent
UP000248806	Thermosporothrix hazakensis	644383	bacteria_genus	6382	0	0	0				absent
UP000217103	Thermostaphylospora chromogena	35622	bacteria_genus	5075	0	0	0				absent
UP000830835	Thermostichus vulcanus str. 'Rupite'	2813851	bacteria_genus	3360	0	0	0				absent
UP000063234	Thermosulfidibacter takaii (strain DSM 17441 / JCM 13301 / NBRC 103674 / ABI70S6)	1298851	bacteria_genus	1756	0	0	0				absent
UP000078390	Thermosulfurimonas dismutans	999894	bacteria_genus	2157	0	0	0				absent
UP000502179	Thermosulfuriphilus ammonigenes	1936021	bacteria_genus	2168	0	0	0				absent
UP000000440	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	197221	bacteria_genus	2451	0	0	0				absent
UP000242329	Thermosyntropha lipolytica DSM 11003	1123382	bacteria_genus	2141	0	0	0				absent
UP000070456	Thermotalea metallivorans	520762	bacteria_genus	3013	0	0	0				absent
UP000000445	Thermotoga neapolitana (strain ATCC 49049 / DSM 4359 / NBRC 107923 / NS-E)	309803	bacteria_genus	1937	0	0	0				absent
UP000595564	Thermotomaculum hydrothermale	981385	bacteria_genus	2006	0	0	0				absent
UP000075737	Thermovenabulum gondwanense	520767	bacteria_genus	2237	0	0	0				absent
UP000006362	Thermovibrio ammonificans (strain DSM 15698 / JCM 12110 / HB-1)	648996	bacteria_genus	1812	0	0	0				absent
UP000005868	Thermovirga lienii (strain ATCC BAA-1197 / DSM 17291 / Cas60314)	580340	bacteria_genus	1853	0	0	0				absent
UP000724268	Thermus brevis	2862456	bacteria_genus	2645	0	0	0				absent
UP000681356	Thetidibacter halocola	2827239	bacteria_genus	4402	0	0	0				absent
UP000562352	Thiemannella venezuelensis (Planomonospora venezuelensis)	1999	bacteria_genus	7467	0	0	0				absent
UP000252707	Thioalbus denitrificans	547122	bacteria_genus	3827	0	0	0				absent
UP001564408	Thioalkalicoccus limnaeus	120681	bacteria_genus	3535	0	0	0				absent
UP000010809	Thioalkalivibrio nitratireducens (strain DSM 14787 / UNIQEM 213 / ALEN2)	1255043	bacteria_genus	3764	0	0	0				absent
UP000295717	Thiobaca trueperi	127458	bacteria_genus	3588	0	0	0				absent
UP000064243	Thiobacillus denitrificans	36861	bacteria_genus	3078	0	0	0				absent
UP001482231	Thiobacter aerophilum	3121275	bacteria_genus	2495	0	0	0				absent
UP000274556	Thiocapsa rosea	69360	bacteria_genus	5161	0	0	0				absent
UP000192422	Thioclava electrotropha	1549850	bacteria_genus	4040	0	0	0				absent
UP000006062	Thiocystis violascens (strain ATCC 17096 / DSM 198 / 6111) (Chromatium violascens)	765911	bacteria_genus	4192	0	0	0				absent
UP000010816	Thioflavicoccus mobilis 8321	765912	bacteria_genus	3528	0	0	0				absent
UP000194798	Thioflexithrix psekupsensis	1570016	bacteria_genus	3187	0	0	0				absent
