upid	organism	taxid	group	protein_count	n_itpr	n_ryr	n_unassigned	best_itpr_score	best_itpr_evalue	best_itpr_acc	itpr_status
UP000291343	Laodelphax striatellus (Small brown planthopper) (Delphax striatella)	195883	metazoa_nonvert	17309	1	2	7	3795.6	0	A0A482XLK3	present
UP000292052	Asbolus verrucosus (Blue death-feigning beetle)	1661398	metazoa_nonvert	15225	2	0	5	1813.4	0	A0A482WBQ6	present
UP000295192	Drosophila navojoa (Fruit fly)	7232	metazoa_nonvert	15505	1	1	8	3732.4	0	A0A484BH43	present
UP000297026	Diachasma alloeum	454923	metazoa_nonvert	431	0	0	0				absent
UP000301870	Spodoptera litura (Asian cotton leafworm)	69820	metazoa_nonvert	20624	1	1	7	3484.9	0	A0A9J7J438	present
UP000308267	Opisthorchis felineus	147828	metazoa_nonvert	18330	1	1	12	1782.3	0	A0A4S2MCV9	present
UP000310200	Temnothorax longispinosus	300112	metazoa_nonvert	13035	1	1	6	3795.4	0	A0A4S2JP25	present
UP000311919	Schistosoma japonicum (Blood fluke)	6182	metazoa_nonvert	14733	1	1	5	1503.5	0	A0A4Z2DCZ4	present
UP000316759	Fasciola gigantica (Giant liver fluke)	46835	metazoa_nonvert	12643	1	1	9	1200.3	0	A0A504YK77	present
UP000321570	Hymenolepis diminuta (Rat tapeworm)	6216	metazoa_nonvert	18691	0	1	11				absent
UP000322000	Trichoplusia ni (Cabbage looper)	7111	metazoa_nonvert	20891	1	1	7	3487.4	0	A0A7E5W0L4	present
UP000324629	Paragonimus westermani	34504	metazoa_nonvert	12535	2	1	6	726.6	3.4e-215	A0A5J4P0A9	present
UP000324832	Leptidea sinapis	189913	metazoa_nonvert	19862	1	2	6	1304.6	0	A0A5E4R6N7	present
UP000325440	Cinara cedri	506608	metazoa_nonvert	22140	1	2	6	3304.2	0	A0A5E4MZD1	present
UP000326759	Armadillidium nasatum	96803	metazoa_nonvert	14427	1	1	2	842.5	4.1e-250	A0A5N5T554	present
UP000327044	Photinus pyralis (Common eastern firefly) (Lampyris pyralis)	7054	metazoa_nonvert	14952	1	1	6	3785.6	0	A0A1Y1NA90	present
UP000410492	Callosobruchus maculatus (Southern cowpea weevil) (Pulse bruchid)	64391	metazoa_nonvert	30448	2	3	7	1462.8	0	A0A653DNQ9	present
UP000440578	Amphibalanus amphitrite (Striped barnacle) (Balanus amphitrite)	1232801	metazoa_nonvert	26159	3	3	10	2048.4	0	A0A6A4VLS6	present
UP000466442	Apolygus lucorum (Small green plant bug) (Lygocoris lucorum)	248454	metazoa_nonvert	19942	1	2	8	3793.0	0	A0A8S9YAD8	present
UP000471633	Schistosoma haematobium (Blood fluke)	6185	metazoa_nonvert	14543	2	1	6	1440.8	0	A0A922ILK8	present
UP000475862	Aphis glycines (Soybean aphid)	307491	metazoa_nonvert	18358	1	1	6	3308.7	0	A0A6G0T1B7	present
UP000479190	Trichogramma brassicae	86971	metazoa_nonvert	16797	1	1	5	3565.7	0	A0A6H5IAA8	present
UP000479987	Nylanderia fulva	613905	metazoa_nonvert	426	0	0	0				absent
UP000492821	Panagrellus redivivus (Microworm)	6233	metazoa_nonvert	26334	3	2	14	2710.7	0	A0A7E4V258	present
UP000494040	Cimex lectularius (Bed bug) (Acanthia lectularia)	79782	metazoa_nonvert	20637	1	1	7	3789.4	0	A0A8I6REX6	present
UP000494106	Arctia plantaginis (Wood tiger moth) (Phalaena plantaginis)	874455	metazoa_nonvert	19669	1	2	8	3457.9	0	A0A8S1ACF0	present
UP000494163	Drosophila busckii (Fruit fly)	30019	metazoa_nonvert	11911	1	0	6	3723.8	0	A0A0M4EUA4	present
UP000494165	Cloeon dipterum	197152	metazoa_nonvert	29886	1	1	8	3727.0	0	A0A8S1DS22	present
UP000494206	Caenorhabditis bovis	2654633	metazoa_nonvert	15096	1	1	12	2851.0	0	A0A8S1FA22	present
UP000502823	Coptotermes formosanus (Formosan subterranean termite)	36987	metazoa_nonvert	12806	1	1	6	3818.1	0	A0A6L2Q503	present
UP000504606	Frankliniella occidentalis (Western flower thrips) (Euthrips occidentalis)	133901	metazoa_nonvert	23245	1	1	11	3717.9	0	A0A6J1ST83	present
UP000504615	Pogonomyrmex barbatus (red harvester ant)	144034	metazoa_nonvert	16171	1	1	6	3777.7	0	A0A8N1S4P7	present
UP000504618	Temnothorax curvispinosus	300111	metazoa_nonvert	21925	1	1	8	3734.6	0	A0A6J1PYU8	present
UP000504629	Bombyx mandarina (Wild silk moth) (Wild silkworm)	7092	metazoa_nonvert	17282	2	1	4	2308.7	0	A0A6J2J978	present
UP000504631	Bombus vosnesenskii	207650	metazoa_nonvert	19375	1	1	7	3755.5	0	A0A6J3KGZ0	present
UP000504633	Drosophila hydei (Fruit fly)	7224	metazoa_nonvert	18596	1	1	8	3728.7	0	A0A6J2SX58	present
UP000504634	Drosophila lebanonensis (Fruit fly) (Scaptodrosophila lebanonensis)	7225	metazoa_nonvert	17832	1	1	8	3726.7	0	A0A6J2TKC6	present
UP000504635	Sitophilus oryzae (Rice weevil) (Curculio oryzae)	7048	metazoa_nonvert	20363	1	1	8	3701.4	0	A0A6J2XBG4	present
UP000507470	Mytilus coruscus (Sea mussel)	42192	metazoa_nonvert	64248	5	1	33	3716.2	0	A0A6J8DMH6	present
UP000515135	Branchiostoma belcheri (Amphioxus)	7741	metazoa_nonvert	31616	3	1	42	4037.7	0	A0A6P4ZVN0	present
UP000515154	Octopus sinensis (East Asian common octopus)	2607531	metazoa_nonvert	30311	6	2	18	3750.9	0	A0A7E6ELE5	present
UP000515158	Thrips palmi (Melon thrips)	161013	metazoa_nonvert	20983	1	1	9	3733.8	0	A0A6P8YZV9	present
UP000515160	Drosophila albomicans (Fruit fly)	7291	metazoa_nonvert	21410	1	1	8	3725.7	0	A0A9C6TD39	present
UP000515162	Drosophila mauritiana (Fruit fly)	7226	metazoa_nonvert	20916	1	1	7	3756.1	0	A0A6P8K8T0	present
UP000515163	Actinia tenebrosa (Australian red waratah sea anemone)	6105	metazoa_nonvert	23843	1	1	20	3905.6	0	A0A6P8IUM8	present
UP000515164	Bombus bifarius	103933	metazoa_nonvert	19309	1	1	7	3755.5	0	A0A6P8MIW1	present
UP000515180	Bombus impatiens (Bumblebee)	132113	metazoa_nonvert	19194	1	1	7	3755.5	0	A0A6P8LNL4	present
UP000515204	Dinoponera quadriceps (South American ant)	609295	metazoa_nonvert	17673	1	2	7	3752.8	0	A0A6P3Y8W6	present
UP000549394	Dimorphilus gyrociliatus	2664684	metazoa_nonvert	16145	12	4	19	3469.1	0	A0A7I8W6S8	present
UP000593567	Bugula neritina (Brown bryozoan) (Sertularia neritina)	10212	metazoa_nonvert	25017	11	2	19	2035.0	0	A0A7J7JRK8	present
UP000594260	Varroa destructor (Honeybee mite)	109461	metazoa_nonvert	20096	1	1	9	3631.3	0	A0A7M7K4U3	present
UP000594262	Clytia hemisphaerica	252671	metazoa_nonvert	24557	1	0	20	3444.3	0	A0A7M5V9X5	present
UP000594454	Hermetia illucens (Black soldier fly)	343691	metazoa_nonvert	17495	1	2	8	3701.5	0	A0A7R8Z5B6	present
UP000596742	Mytilus galloprovincialis (Mediterranean mussel)	29158	metazoa_nonvert	77763	7	1	39	2231.8	0	A0A8B6FUU9	present
UP000600918	Vespula pensylvanica (Western yellow jacket) (Wasp)	30213	metazoa_nonvert	18484	1	0	7	3739.1	0	A0A834NS71	present
UP000605970	Meloidogyne graminicola	189291	metazoa_nonvert	10083	1	2	7	1898.5	0	A0A8T0A4H6	present
UP000606786	Ceratitis capitata (Mediterranean fruit fly) (Tephritis capitata)	7213	metazoa_nonvert	19878	1	1	7	3717.7	0	A0A811UAF2	present
UP000614350	Vespula vulgaris (Yellow jacket) (Wasp)	7454	metazoa_nonvert	15506	0	1	7				absent
UP000614601	Bursaphelenchus okinawaensis	465554	metazoa_nonvert	14486	1	1	9	2687.7	0	A0A811KTK4	present
UP000617340	Vespula germanica (German yellow jacket) (Paravespula germanica)	30212	metazoa_nonvert	17178	2	2	7	2162.5	0	A0A834N359	present
UP000625711	Rhynchophorus ferrugineus (Red palm weevil) (Curculio ferrugineus)	354439	metazoa_nonvert	24802	1	2	8	3714.8	0	A0A834IY04	present
UP000639338	Aphidius gifuensis (Parasitoid wasp)	684658	metazoa_nonvert	11457	1	1	8	3718.1	0	A0A834XV93	present
UP000648187	Spodoptera exigua (Beet armyworm) (Noctua fulgens)	7107	metazoa_nonvert	14288	0	2	5				absent
UP000653454	Plutella xylostella (Diamondback moth) (Plutella maculipennis)	51655	metazoa_nonvert	16948	3	4	9	1463.6	0	A0A8S4GGF5	present
UP000655588	Frieseomelitta varia	561572	metazoa_nonvert	11113	1	2	5	2212.9	0	A0A833RUI5	present
UP000659654	Bursaphelenchus xylophilus (Pinewood nematode worm) (Aphelenchoides xylophilus)	6326	metazoa_nonvert	15766	1	1	9	2689.8	0	A0A811LJE4	present
UP000663828	Adineta ricciae (Rotifer)	249248	metazoa_nonvert	64111	6	12	38	2871.3	0	A0A814SIK2	present
UP000663829	Didymodactylos carnosus	1234261	metazoa_nonvert	46721	5	2	21	1525.4	0	A0A814IGF4	present
UP000663832	Adineta steineri	433720	metazoa_nonvert	58276	6	5	32	3047.7	0	A0A815EU05	present
UP000663866	Rotaria magnacalcarata	392030	metazoa_nonvert	50840	4	8	29	3052.8	0	A0A819CKF8	present
UP000663870	Rotaria sordida	392033	metazoa_nonvert	56912	4	11	41	2524.2	0	A0A815CSR2	present
UP000663873	Rotaria socialis	392032	metazoa_nonvert	49357	5	11	45	3065.4	0	A0A819Y5W7	present
UP000663879	Brachionus calyciflorus	104777	metazoa_nonvert	24300	2	1	17	3055.1	0	A0A813MDQ0	present
UP000663880	Pieris macdunnoughi	345717	metazoa_nonvert	18615	1	2	7	3459.7	0	A0A821WKI6	present
UP000667349	Acromyrmex insinuator	230686	metazoa_nonvert	8949	1	2	6	3763.7	0	A0A836ETG8	present
UP000668214	Pseudoatta argentina	621737	metazoa_nonvert	9266	1	1	6	3755.1	0	A0A836EAI2	present
UP000669903	Acromyrmex charruanus	2715315	metazoa_nonvert	8957	1	1	6	3758.9	0	A0A836G3N5	present
UP000670152	Acromyrmex heyeri	230685	metazoa_nonvert	9100	1	1	6	3758.2	0	A0A836GDL8	present
UP000675881	Lepeophtheirus salmonis (Salmon louse) (Caligus salmonis)	72036	metazoa_nonvert	17041	2	3	13	2025.6	0	A0A7R8H385	present
UP000677054	Darwinula stevensoni	69355	metazoa_nonvert	15613	0	2	4				absent
UP000678393	Candidula unifasciata	100452	metazoa_nonvert	22446	10	0	26	2072.5	0	A0A8S3ZVV4	present
UP000678499	Notodromas monacha	399045	metazoa_nonvert	14003	4	2	5	1716.3	0	A0A7R9GIH7	present
UP000683360	Mytilus edulis (Blue mussel)	6550	metazoa_nonvert	73624	8	1	41	1846.7	0	A0A8S3QUE0	present
UP000691718	Parnassius apollo (Apollo butterfly) (Papilio apollo)	110799	metazoa_nonvert	29850	1	1	6	2337.7	0	A0A8S3XQ18	present
UP000694843	Hyalella azteca (Mexican freshwater shrimp) (Ampithoe aztecus)	294128	metazoa_nonvert	21129	1	5	10	3347.1	0	A0A8B7N5U0	present
UP000694844	Crassostrea virginica (Eastern oyster)	6565	metazoa_nonvert	50256	5	2	53	3607.2	0	A0A8B8AYY5	present
UP000694845	Acanthaster planci (Crown-of-thorns starfish)	133434	metazoa_nonvert	25685	1	1	11	4067.2	0	A0A8B7ZNI0	present
UP000694846	Sipha flava (yellow sugarcane aphid)	143950	metazoa_nonvert	18157	1	1	6	3291.9	0	A0A8B8GE66	present
UP000694865	Saccoglossus kowalevskii (Acorn worm)	10224	metazoa_nonvert	22982	5	1	24	1508.9	0	A0ACM8C709	present
UP000694866	Fopius arisanus	64838	metazoa_nonvert	15684	1	1	8	3775.9	0	A0A9R1U4U1	present
UP000694867	Galendromus occidentalis (western predatory mite)	34638	metazoa_nonvert	11652	1	1	10	3643.7	0	A0AAJ7SIH5	present
UP000694888	Aplysia californica (California sea hare)	6500	metazoa_nonvert	23268	4	3	19	3683.4	0	A0ABM0GHD2	present
UP000694904	Drosophila arizonae (Fruit fly)	7263	metazoa_nonvert	18139	1	1	8	1220.3	0	A0ABM1PB88	present
UP000694920	Cephus cinctus (Wheat stem sawfly)	211228	metazoa_nonvert	23690	1	1	8	3769.7	0	A0AAJ7CFN0	present
UP000694924	Polistes dominula (European paper wasp) (Vespa dominula)	743375	metazoa_nonvert	16591	1	2	7	3708.4	0	A0ABM1J5S6	present
UP000694925	Ceratina calcarata	156304	metazoa_nonvert	18564	0	1	7				absent
UP000694941	Limulus polyphemus (Atlantic horseshoe crab)	6850	metazoa_nonvert	31306	2	3	12	3900.9	0	A0ABM1SEU2	present
UP000695000	Nicrophorus vespilloides (Boreal carrion beetle)	110193	metazoa_nonvert	17606	1	1	8	3737.9	0	A0ABM1N051	present
UP000695007	Ceratosolen solmsi marchali	326594	metazoa_nonvert	11647	1	1	7	3721.0	0	A0AAJ6VKI8	present
UP000695022	Priapulus caudatus (Priapulid worm)	37621	metazoa_nonvert	18404	2	2	8	434.8	3.2e-127	A0ABM1F5M1	present
UP000699462	Paragonimus westermani	34504	metazoa_nonvert	12048	2	1	7	907.3	1.2e-269	A0A8T0DTL1	present
UP000708208	Allacma fusca	39272	metazoa_nonvert	50569	1	7	28	2146.2	0	A0A8J2P5M4	present
UP000719412	Tenebrio molitor (Yellow mealworm beetle)	7067	metazoa_nonvert	15190	2	1	3	2827.5	0	A0A8J6HUA9	present
UP000728032	Oppiella nova	334625	metazoa_nonvert	23438	2	1	5	2958.9	0	A0A7R9QHI5	present
UP000728185	Fasciolopsis buskii	27845	metazoa_nonvert	11809	2	1	11	230.4	1.3e-65	A0A8E0VKM0	present
UP000729913	Cotesia typhae	2053667	metazoa_nonvert	8420	1	1	4	3750.5	0	A0A8J5UYL7	present
UP000746747	Cercopithifilaria johnstoni	2874296	metazoa_nonvert	11543	2	1	10	2152.2	0	A0A8J2M9V3	present
UP000747542	Homarus americanus (American lobster)	6706	metazoa_nonvert	24357	1	3	5	2494.5	0	A0A8J5JZN9	present
UP000748531	Paragonimus heterotremus	100268	metazoa_nonvert	12468	2	1	9	870.9	1.1e-258	A0A8J4THY7	present
UP000749559	Owenia fusiformis (Polychaete worm)	6347	metazoa_nonvert	30622	6	2	27	2500.8	0	A0A8S4NRH2	present
UP000752696	Heterotrigona itama	395501	metazoa_nonvert	9721	1	1	5	3550.5	0	A0A6V7HEH7	present
UP000759131	Medioppia subpectinata	1979941	metazoa_nonvert	23182	2	4	5	2935.9	0	A0A7R9PTU4	present
UP000770661	Chionoecetes opilio (Atlantic snow crab) (Cancer opilio)	41210	metazoa_nonvert	22426	1	0	5	195.5	4.2e-55	A0A8J4XX82	present
UP000786811	Cotesia congregata (Parasitoid wasp) (Apanteles congregatus)	51543	metazoa_nonvert	13934	1	1	6	2222.0	0	A0A8J2HMJ1	present
UP000789390	Daphnia galeata	27404	metazoa_nonvert	15633	3	1	5	1568.5	0	A0A8J2RIW8	present
UP000789524	Danaus chrysippus (African queen)	151541	metazoa_nonvert	19335	7	3	13	3420.1	0	A0A8J2QXP1	present
UP000790347	Dermatophagoides farinae (American house dust mite)	6954	metazoa_nonvert	16377	1	2	5	3501.9	0	A0A922HXT2	present
UP000791440	Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)	7130	metazoa_nonvert	21008	1	1	7	3492.5	0	A0A921Z0H7	present
UP000792457	Ladona fulva (Scarce chaser dragonfly) (Libellula fulva)	123851	metazoa_nonvert	18636	3	2	7	1215.8	0	A0A8K0P6Y9	present
UP000801492	Ignelater luminosus (Cucubano) (Pyrophorus luminosus)	2038154	metazoa_nonvert	27488	0	2	4				absent
UP000805193	Ixodes persulcatus (Taiga tick)	34615	metazoa_nonvert	28396	1	4	3	1555.7	0	A0AC60NUZ8	present
UP000807504	Argiope bruennichi (Wasp spider) (Aranea bruennichi)	94029	metazoa_nonvert	26272	2	1	6	2922.0	0	A0A8T0EWH3	present
UP000821845	Hyalomma asiaticum (Tick)	266040	metazoa_nonvert	27599	1	0	5	3374.1	0	A0ACB7S0Q7	present
UP000821865	Dermacentor silvarum (Tick)	543639	metazoa_nonvert	25660	1	4	4	687.1	2.8e-203	A0ACB8C7T4	present
UP000822476	Paragonimus skrjabini miyazakii	59628	metazoa_nonvert	12629	2	1	10	881.6	6.7e-262	A0A8S9ZCH4	present
UP000824380	Venturia canescens	32260	metazoa_nonvert	82	0	0	0				absent
UP000824533	Dendrolimus kikuchii	765133	metazoa_nonvert	15321	1	1	7	3506.3	0	A0ACC1CHJ9	present
UP000825002	Fragariocoptes setiger	1670756	metazoa_nonvert	3047	1	1	5	2049.7	0	A0ABQ7S8H2	present
UP000826195	Cotesia glomerata (Lepidopteran parasitic wasp) (Apanteles glomeratus)	32391	metazoa_nonvert	19150	1	1	6	3761.8	0	A0AAV7I3W7	present
UP000827092	Oedothorax gibbosus	931172	metazoa_nonvert	31999	1	1	8	3849.3	0	A0AAV6VY60	present
UP000829291	Neodiprion lecontei (Redheaded pine sawfly)	441921	metazoa_nonvert	22250	1	1	7	3729.9	0	A0ABM3G555	present
UP000829354	Caenorhabditis briggsae	6238	metazoa_nonvert	29167	1	1	10	2969.0	0	A0AAE9EWW3	present
UP000829999	Spodoptera frugiperda (Fall armyworm)	7108	metazoa_nonvert	24899	1	1	9	3481.6	0	A0A9R0DYJ4	present
UP000835052	Caenorhabditis auriculariae	2777116	metazoa_nonvert	16237	1	2	10	2754.1	0	A0A8S1H9P0	present
UP000835206	Bombus terrestris (Buff-tailed bumblebee) (Apis terrestris)	30195	metazoa_nonvert	19626	1	1	7	3752.6	0	A0A9C6SMK1	present
UP000837675	Hyalomma marginatum	34627	metazoa_nonvert	1152	0	0	0				absent
UP000837857	Iphiclides podalirius (scarce swallowtail)	110791	metazoa_nonvert	20151	1	2	7	3447.7	0	A0ABN8IK88	present
UP000838412	Branchiostoma lanceolatum (Common lancelet) (Amphioxus lanceolatum)	7740	metazoa_nonvert	38783	3	1	38	4021.0	0	A0A8K0EWL2	present
UP000838756	Pararge aegeria aegeria	348720	metazoa_nonvert	28746	2	1	10	1409.6	0	A0A8S4RV94	present
UP000838878	Brenthis ino (lesser marbled fritillary)	405034	metazoa_nonvert	19196	1	1	7	3475.9	0	A0A8J9YHZ5	present
UP000887458	Dermatophagoides pteronyssinus (European house dust mite)	6956	metazoa_nonvert	14675	1	1	4	3544.3	0	A0ABQ8JTA7	present
UP000887540	Acrobeloides nanus	290746	metazoa_nonvert	35203	6	7	16	2450.3	0	A0A914CMA8	present
UP000887560	Meloidogyne floridensis	298350	metazoa_nonvert	12653	0	2	9				absent
UP000887561	Meloidogyne javanica (Root-knot nematode worm)	6303	metazoa_nonvert	24441	1	4	16	1354.2	0	A0A915LDK8	present
UP000887563	Meloidogyne incognita (Southern root-knot nematode worm) (Oxyuris incognita)	6306	metazoa_nonvert	42381	4	16	24	2423.2	0	A0A914LQS8	present
UP000887566	Plectus sambesii	2011161	metazoa_nonvert	39995	14	20	21	1267.5	0	A0A914WAB4	present
UP000887567	Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	2652724	metazoa_nonvert	25273	1	0	20	3741.6	0	A0A913WYC7	present
UP000887568	Patiria miniata (Bat star) (Asterina miniata)	46514	metazoa_nonvert	30311	1	2	11	4068.1	0	A0A913ZRM3	present
UP000887569	Parascaris univalens (Nematode worm)	6257	metazoa_nonvert	31353	5	4	10	2758.1	0	A0A915CC30	present
UP000887572	Globodera rostochiensis (Golden nematode worm) (Heterodera rostochiensis)	31243	metazoa_nonvert	21016	4	3	33	2579.0	0	A0A914HFY6	present
UP000887575	Mesorhabditis belari	2138241	metazoa_nonvert	22421	2	2	22	2767.4	0	A0AAF3EEF4	present
UP000887577	Panagrolaimus superbus	310955	metazoa_nonvert	19584	1	9	8	2582.3	0	A0A914YSR1	present
UP000887581	Setaria digitata	48799	metazoa_nonvert	10089	1	2	8	2478.1	0	A0A915PLW3	present
UP001059596	Drosophila gunungcola (fruit fly)	103775	metazoa_nonvert	13885	2	1	8	1748.8	0	A0A9P9YVP5	present
UP001064048	Choristoneura fumiferana (Spruce budworm moth) (Archips fumiferana)	7141	metazoa_nonvert	22898	1	2	9	312.9	1.8e-90	A0ACC0JPF5	present
UP001105220	Anopheles coluzzii (African malaria mosquito)	1518534	metazoa_nonvert	14043	1	1	8	3662.1	0	A0A6E8VQ97	present
UP001152562	Pieris brassicae (White butterfly) (Large white butterfly)	7116	metazoa_nonvert	16176	1	1	7	3466.3	0	A0A9P0TPV2	present
UP001152747	Caenorhabditis angaria	860376	metazoa_nonvert	19291	1	1	13	2863.8	0	A0A9P1IMW4	present
UP001152759	Bemisia tabaci (Sweetpotato whitefly) (Aleurodes tabaci)	7038	metazoa_nonvert	16554	1	1	7	3738.6	0	A0A9P0F100	present
UP001152798	Nezara viridula (Southern green stink bug) (Cimex viridulus)	85310	metazoa_nonvert	19915	1	1	4	3803.7	0	A0A9P0H4A7	present
UP001152799	Ceutorhynchus assimilis (cabbage seed weevil)	467358	metazoa_nonvert	15296	1	1	6	3722.9	0	A0A9N9M9D7	present
UP001152888	Acanthoscelides obtectus (Bean weevil) (Bruchus obtectus)	200917	metazoa_nonvert	56839	4	1	11	841.5	7.8e-250	A0A9P0L5L2	present
UP001153148	Timema podura (Walking stick)	61482	metazoa_nonvert	16641	2	6	4	2183.6	0	A0ABN7NDZ0	present
UP001153292	Chilo suppressalis (Asiatic rice borer moth)	168631	metazoa_nonvert	12895	1	1	6	3497.5	0	A0ABN8BA09	present
UP001153321	Spodoptera littoralis (Egyptian cotton leafworm)	7109	metazoa_nonvert	13280	1	1	6	3475.6	0	A0A9P0I9F3	present
UP001153620	Chironomus riparius	315576	metazoa_nonvert	16483	2	1	9	3641.4	0	A0A9N9WYD0	present
UP001153636	Psylliodes chrysocephalus	3402493	metazoa_nonvert	17451	1	1	9	3710.8	0	A0A9P0CRU2	present
UP001153709	Diabrotica balteata (Banded cucumber beetle)	107213	metazoa_nonvert	15880	1	1	6	3730.4	0	A0A9N9SRZ5	present
UP001153712	Phyllotreta striolata (Striped flea beetle) (Crioceris striolata)	444603	metazoa_nonvert	12162	1	1	7	3691.4	0	A0A9N9TF60	present
UP001153714	Diatraea saccharalis (sugarcane borer)	40085	metazoa_nonvert	16115	1	1	4	3422.2	0	A0A9P0G179	present
UP001153737	Phaedon cochleariae (Mustard beetle)	80249	metazoa_nonvert	13351	1	1	9	3717.8	0	A0A9P0GR02	present
UP001153954	Euphydryas editha (Edith's checkerspot)	104508	metazoa_nonvert	25698	1	2	7	3493.7	0	A0AAU9UHG9	present
UP001154078	Brassicogethes aeneus (Rape pollen beetle) (Meligethes aeneus)	1431903	metazoa_nonvert	15965	1	1	7	3707.8	0	A0A9P0FLM4	present
UP001154114	Chrysodeixis includens (Soybean looper) (Pseudoplusia includens)	689277	metazoa_nonvert	14731	1	1	7	3496.5	0	A0A9P0FTX1	present
UP001154329	Aphis gossypii (Cotton aphid)	80765	metazoa_nonvert	15271	1	1	7	3309.2	0	A0A9P0J6M3	present
UP001158576	Oikopleura dioica (Tunicate)	34765	metazoa_nonvert	18603	1	1	7	2559.4	0	A0ABN7SZC1	present
UP001159042	Exocentrus adspersus	1586481	metazoa_nonvert	16827	1	2	5	3519.2	0	A0AAV8WC50	present
UP001159405	Porites lobata	104759	metazoa_nonvert	42611	1	0	24	3841.2	0	A0ABN8N199	present
UP001159427	Porites evermanni	104178	metazoa_nonvert	39801	1	0	26	3724.4	0	A0ABN8M8W6	present
UP001159428	Pocillopora meandrina	46732	metazoa_nonvert	31944	2	0	18	2233.1	0	A0AAU9WTU5	present
UP001160148	Macrosiphum euphorbiae (potato aphid)	13131	metazoa_nonvert	33432	1	1	7	3300.8	0	A0AAV0WNE1	present
UP001162156	Rhamnusium bicolor	1586634	metazoa_nonvert	19372	1	1	14	407.3	5.9e-119	A0AAV8XDB8	present
UP001162162	Aromia moschata	1265417	metazoa_nonvert	22090	2	3	9	338.4	3.6e-98	A0AAV8YWH4	present
UP001162164	Molorchus minor	1323400	metazoa_nonvert	18551	1	8	7	3112.6	0	A0ABQ9K8B6	present
UP001162480	Octopus vulgaris (Common octopus)	6645	metazoa_nonvert	29931	5	1	13	3760.0	0	A0AA36EXV5	present
UP001163046	Desmophyllum pertusum	174260	metazoa_nonvert	37379	4	0	22	2333.3	0	A0A9X0CLQ1	present
UP001164746	Mya arenaria (Soft-shell clam)	6604	metazoa_nonvert	37840	8	2	42	1275.4	0	A0ABY7EXB8	present
UP001165289	Oopsacas minuta	111878	metazoa_nonvert	16257	2	2	12	1913.4	0	A0AAV7JYY9	present
UP001165740	Biomphalaria glabrata (Bloodfluke planorb) (Freshwater snail)	6526	metazoa_nonvert	35507	3	1	18	3676.1	0	A0A9W3A335	present
UP001168821	Zophobas morio	2755281	metazoa_nonvert	29607	1	2	12	3787.9	0	A0AA38HMA3	present
UP001168972	Microctonus hyperodae (Parasitoid wasp)	165561	metazoa_nonvert	12896	1	1	8	3757.4	0	A0AA39FGH5	present
UP001168990	Microctonus aethiopoides	144406	metazoa_nonvert	13908	1	1	7	3759.4	0	A0AA39FR95	present
UP001174909	Geodia barretti (Barrett's horny sponge)	519541	metazoa_nonvert	60916	3	2	4	1035.8	2.2e-308	A0AA35SDG5	present
UP001175271	Steinernema hermaphroditum	289476	metazoa_nonvert	36137	1	1	12	2810.4	0	A0AA39LKA4	present
UP001176961	Cylicocyclus nassatus (Nematode worm)	53992	metazoa_nonvert	22417	1	1	11	2834.1	0	A0AA36GZ85	present
UP001177023	Mesorhabditis spiculigera	96644	metazoa_nonvert	26039	3	1	16	1882.2	0	A0AA36D5Z0	present
UP001177670	Melipona bicolor	60889	metazoa_nonvert	21279	1	2	5	3681.0	0	A0AA40G5S4	present
UP001186944	Pinctada imbricata (Atlantic pearl-oyster) (Pinctada martensii)	66713	metazoa_nonvert	25352	6	1	22	3421.8	0	A0AA88YKG5	present
UP001187531	Artemia franciscana (Brine shrimp) (Artemia sanfranciscana)	6661	metazoa_nonvert	23911	2	2	10	3128.2	0	A0AA88L6A2	present
UP001195483	Potamilus streckersoni	2493646	metazoa_nonvert	36954	7	1	54	3703.3	0	A0AAE0RS76	present
UP001200034	Drosophila rubida	30044	metazoa_nonvert	11829	1	1	7	3710.4	0	A0AAD4PHT2	present
UP001201812	Ditylenchus destructor	166010	metazoa_nonvert	21174	1	2	8	2662.2	0	A0AAD4MIP4	present
UP001208570	Paralvinella palmiformis	53620	metazoa_nonvert	24621	12	2	24	3669.6	0	A0AAD9J7D1	present
