accession	assignment	confidence	evidence	reason	itpr_score	ryr_score	score_margin	rel_margin	itpr_evalue	ryr_evalue	best_evalue	itpr_coverage	ryr_coverage	itpr_positions	ryr_positions	target_coverage	length	gene	species	taxon_id	reviewed	protein_name	s2_call	s2_arch_call	s2_reason	s2_arch	s2_group	is_seed
A0A9X9MBM0	ITPR	medium	partial	itpr.hmm wins by 456.0 bits (86.4% of 527.6) over 362 profile positions	527.6	71.6	456.0	0.8643	4.4e-158	7.1e-21	4.4e-158	0.135	0.043	362	212	0.992	369	BN2614_LOCUS1	Gulo gulo	48420	0	RyR/IP3R Homology associated domain-containing protein (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A9X9MDE1	ITPR	medium	partial	itpr.hmm wins by 752.8 bits (100.0% of 752.8) over 486 profile positions; no ryr.hmm hit	752.8	0.0	752.8	1.0	5.8e-226		5.8e-226	0.181	0.0	486	0	0.994	485	BN2614_LOCUS1	Gulo gulo	48420	0	RIH domain-containing protein	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A9X9PXS9	RYR	medium	partial	ryr.hmm wins by 670.1 bits (95.3% of 703.4) over 360 profile positions	33.3	703.4	670.1	0.9527	4.5e-09	3.3e-211	3.3e-211	0.031	0.073	83	360	0.994	361	BN2614_LOCUS1	Gulo gulo	48420	0	B30.2/SPRY domain-containing protein (Fragment)	RYR	RYR	ryr_pfam=PF00622+PF02026	1	Vertebrata	0
A0A9X9PY67	ITPR	medium	partial	itpr.hmm wins by 1074.5 bits (96.3% of 1115.7) over 792 profile positions	1115.7	41.2	1074.5	0.9631	0	9.7e-12	0	0.295	0.056	792	276	1.0	796	BN2614_LOCUS3	Gulo gulo	48420	0	Inositol 1,4,5-trisphosphate receptor (Fragment)	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A9X9PY75	ITPR	medium	partial	itpr.hmm wins by 606.8 bits (92.8% of 654.2) over 636 profile positions	654.2	47.4	606.8	0.9275	3.2e-196	1.3e-13	3.2e-196	0.237	0.032	636	158	0.893	671	BN2614_LOCUS5	Gulo gulo	48420	0	RyR/IP3R Homology associated domain-containing protein	unassigned	unassigned	itpr_arch_weak=1/5	1	Vertebrata	0
A0A9X9PZM5	RYR	medium	partial	ryr.hmm wins by 2176.1 bits (82.5% of 2637.9) over 1518 profile positions	461.8	2637.9	2176.1	0.8249	3e-138	0	0	0.338	0.308	907	1518	0.999	1537	BN2614_LOCUS1	Gulo gulo	48420	0	EF-hand domain-containing protein	RYR	RYR	ryr_pfam=PF06459	2	Vertebrata	0
A0A9X9Q5J0	unassigned	none	module	ryr.hmm matched only 192 profile positions (< 200) — a shared module, not a family assignment	0.0	281.0	281.0	1.0		5.6e-84	5.6e-84	0.0	0.039	0	192	0.995	193	BN2614_LOCUS4	Gulo gulo	48420	0	RYR3 (Fragment)	RYR	RYR	ryr_pfam=PF21119	1	Vertebrata	0
A0A9X9Q5K0	RYR	medium	partial	ryr.hmm wins by 1224.5 bits (100.0% of 1224.5) over 749 profile positions; no itpr.hmm hit	0.0	1224.5	1224.5	1.0		0	0	0.0	0.152	0	749	1.0	742	BN2614_LOCUS5	Gulo gulo	48420	0	Ryanodine receptor 3 (Fragment)	RYR	RYR	ryr_pfam=PF02026	1	Vertebrata	0
A0A9X9Q5W5	RYR	medium	partial	ryr.hmm wins by 285.8 bits (74.2% of 385.2) over 212 profile positions	99.4	385.2	285.8	0.742	5.3e-29	2.3e-115	2.3e-115	0.072	0.043	193	212	0.99	210	BN2614_LOCUS1	Gulo gulo	48420	0	MIR domain-containing protein (Fragment)	unassigned	unassigned	itpr_arch_weak=2/5	2	Vertebrata	0
A0A9Y3RBX7	ITPR	high	architecture	itpr.hmm wins by 3522.4 bits (88.8% of 3968.3) over 2630 profile positions	3968.3	445.9	3522.4	0.8876	0	1.2e-133	0	0.98	0.257	2630	1267	0.998	2699	itpr2	Pundamilia nyererei	303518	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A9Y3VQ72	ITPR	high	architecture	itpr.hmm wins by 3930.7 bits (90.5% of 4342.1) over 2636 profile positions	4342.1	411.4	3930.7	0.9053	0	3.1e-123	0	0.982	0.246	2636	1213	1.0	2717	LOC102200029	Pundamilia nyererei	303518	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A9Y4JTK1	RYR	high	architecture	ryr.hmm wins by 6341.4 bits (90.1% of 7039.3) over 4925 profile positions	697.9	7039.3	6341.4	0.9009	2.1e-209	0	0	0.66	0.999	1771	4925	1.0	4956	LOC103356321	Stegastes partitus	144197	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A9Y4JUA3	ITPR	high	architecture	itpr.hmm wins by 3929.4 bits (91.0% of 4316.0) over 2636 profile positions	4316.0	386.6	3929.4	0.9104	0	9.1e-116	0	0.982	0.258	2636	1272	1.0	2721	LOC103355429	Stegastes partitus	144197	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A9Y4JXD6	RYR	high	architecture	ryr.hmm wins by 7132.5 bits (90.9% of 7850.1) over 4841 profile positions	717.6	7850.1	7132.5	0.9086	2.4e-215	0	0	0.704	0.982	1890	4841	0.996	4852	ryr3	Stegastes partitus	144197	0	Ryanodine receptor 3 isoform X2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A9Y4K5W0	RYR	high	architecture	ryr.hmm wins by 7137.1 bits (90.9% of 7854.9) over 4841 profile positions	717.8	7854.9	7137.1	0.9086	2.2e-215	0	0	0.704	0.982	1890	4841	0.996	4845	ryr3	Stegastes partitus	144197	0	Ryanodine receptor 3 isoform X4	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A9Y4KI59	RYR	high	architecture	ryr.hmm wins by 7437.7 bits (91.0% of 8178.1) over 4930 profile positions	740.4	8178.1	7437.7	0.9095	3.3e-222	0	0	0.762	1.0	2045	4930	1.0	5080	LOC103368261	Stegastes partitus	144197	0	Ryanodine receptor 1-like isoform X7	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A9Y4KJ81	RYR	high	architecture	ryr.hmm wins by 7433.1 bits (91.0% of 8172.1) over 4930 profile positions	739.0	8172.1	7433.1	0.9096	8.6e-222	0	0	0.762	1.0	2045	4930	1.0	5082	LOC103368261	Stegastes partitus	144197	0	Ryanodine receptor 1-like isoform X6	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A9Y4KLD6	RYR	high	architecture	ryr.hmm wins by 7424.0 bits (91.0% of 8162.3) over 4930 profile positions	738.3	8162.3	7424.0	0.9095	1.3e-221	0	0	0.762	1.0	2045	4930	1.0	5083	LOC103368261	Stegastes partitus	144197	0	Ryanodine receptor 1-like isoform X5	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A9Y4KPU3	RYR	high	architecture	ryr.hmm wins by 7431.6 bits (91.0% of 8169.9) over 4930 profile positions	738.3	8169.9	7431.6	0.9096	1.4e-221	0	0	0.762	1.0	2045	4930	1.0	5088	LOC103368261	Stegastes partitus	144197	0	Ryanodine receptor 1-like isoform X4	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A9Y4KQA8	RYR	high	architecture	ryr.hmm wins by 7430.1 bits (90.9% of 8170.6) over 4930 profile positions	740.5	8170.6	7430.1	0.9094	2.9e-222	0	0	0.762	1.0	2045	4930	1.0	5075	LOC103368261	Stegastes partitus	144197	0	Ryanodine receptor 1-like isoform X8	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A9Y4MV44	RYR	high	architecture	ryr.hmm wins by 7131.6 bits (90.9% of 7848.5) over 4841 profile positions	716.9	7848.5	7131.6	0.9087	4e-215	0	0	0.703	0.982	1887	4841	0.996	4857	ryr3	Stegastes partitus	144197	0	Ryanodine receptor 3 isoform X1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A9Y4MYI5	ITPR	high	architecture	itpr.hmm wins by 2388.5 bits (94.8% of 2519.8) over 1731 profile positions	2519.8	131.3	2388.5	0.9479	0	7.2e-39	0	0.645	0.181	1731	892	0.996	1751	LOC103362480	Stegastes partitus	144197	0	Inositol 1,4,5-trisphosphate receptor	unassigned	unassigned	itpr_arch_partial=3/5	3	Vertebrata	0
A0A9Y4N5W2	RYR	high	architecture	ryr.hmm wins by 7136.3 bits (90.9% of 7853.3) over 4841 profile positions	717.0	7853.3	7136.3	0.9087	3.5e-215	0	0	0.703	0.982	1887	4841	0.996	4850	ryr3	Stegastes partitus	144197	0	Ryanodine receptor 3 isoform X3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A9Y4NAK0	ITPR	high	architecture	itpr.hmm wins by 3583.7 bits (89.1% of 4022.8) over 2633 profile positions	4022.8	439.1	3583.7	0.8908	0	1.4e-131	0	0.981	0.26	2633	1282	0.999	2683	itpr2	Stegastes partitus	144197	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A9Y4NCC8	RYR	high	architecture	ryr.hmm wins by 7425.2 bits (90.9% of 8165.8) over 4930 profile positions	740.6	8165.8	7425.2	0.9093	2.9e-222	0	0	0.762	1.0	2045	4930	1.0	5092	LOC103368261	Stegastes partitus	144197	0	Ryanodine receptor 1-like isoform X2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A9Y4ND38	RYR	high	architecture	ryr.hmm wins by 7413.6 bits (90.9% of 8152.2) over 4930 profile positions	738.6	8152.2	7413.6	0.9094	1.1e-221	0	0	0.762	1.0	2045	4930	1.0	5089	LOC103368261	Stegastes partitus	144197	0	Ryanodine receptor 1-like isoform X3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A9Y4NDA3	RYR	high	architecture	ryr.hmm wins by 7421.3 bits (91.0% of 8159.8) over 4930 profile positions	738.5	8159.8	7421.3	0.9095	1.2e-221	0	0	0.762	1.0	2045	4930	1.0	5094	LOC103368261	Stegastes partitus	144197	0	Ryanodine receptor 1-like isoform X1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A9Y4NDU5	RYR	high	architecture	ryr.hmm wins by 7358.3 bits (91.3% of 8061.9) over 4826 profile positions	703.6	8061.9	7358.3	0.9127	4.1e-211	0	0	0.687	0.979	1844	4826	1.0	4873	ryr2a	Stegastes partitus	144197	0	LOW QUALITY PROTEIN: ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A9Y4NPI8	RYR	high	architecture	ryr.hmm wins by 6362.4 bits (92.5% of 6882.1) over 4250 profile positions	519.7	6882.1	6362.4	0.9245	1.1e-155	0	0	0.572	0.862	1535	4250	0.993	4304	LOC103373042	Stegastes partitus	144197	0	LOW QUALITY PROTEIN: ryanodine receptor 3-like	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	3	Vertebrata	0
A0A9Y4NQM2	ITPR	medium	partial	itpr.hmm wins by 1118.9 bits (80.7% of 1386.9) over 915 profile positions	1386.9	268.0	1118.9	0.8068	0	4.8e-80	0	0.341	0.093	915	458	0.97	988	LOC103373590	Stegastes partitus	144197	0	Inositol 1,4,5-trisphosphate receptor type 3-like isoform X1	unassigned	unassigned	itpr_arch_weak=2/5	2	Vertebrata	0
A0A9Y4NR37	ITPR	medium	partial	itpr.hmm wins by 1117.2 bits (80.7% of 1385.2) over 915 profile positions	1385.2	268.0	1117.2	0.8065	0	4.8e-80	0	0.341	0.093	915	458	0.97	987	LOC103373590	Stegastes partitus	144197	0	Inositol 1,4,5-trisphosphate receptor type 3-like isoform X2	unassigned	unassigned	itpr_arch_weak=2/5	2	Vertebrata	0
A0A9Y4NXQ1	ITPR	high	architecture	itpr.hmm wins by 3944.5 bits (90.6% of 4352.2) over 2636 profile positions	4352.2	407.7	3944.5	0.9063	0	3.9e-122	0	0.982	0.247	2636	1218	1.0	2716	LOC103376586	Stegastes partitus	144197	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A9Y4TP50	RYR	high	architecture	ryr.hmm wins by 7465.6 bits (91.0% of 8208.1) over 4925 profile positions	742.5	8208.1	7465.6	0.9095	7.4e-223	0	0	0.764	0.999	2051	4925	1.0	5076	ryr1b	Stegastes partitus	144197	0	Ryanodine receptor 1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A9Y4TZ72	ITPR	high	architecture	itpr.hmm wins by 3934.6 bits (90.6% of 4342.1) over 2636 profile positions	4342.1	407.5	3934.6	0.9062	0	4.4e-122	0	0.982	0.247	2636	1218	1.0	2744	LOC103376586	Stegastes partitus	144197	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A9Y6J769	ITPR	high	architecture	itpr.hmm wins by 3893.9 bits (90.8% of 4287.9) over 2636 profile positions	4287.9	394.0	3893.9	0.9081	0	5.3e-118	0	0.982	0.245	2636	1208	1.0	2784	itpr1b	Pundamilia nyererei	303518	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A9Y6J7A9	ITPR	high	architecture	itpr.hmm wins by 3895.8 bits (90.8% of 4289.9) over 2636 profile positions	4289.9	394.1	3895.8	0.9081	0	5e-118	0	0.982	0.245	2636	1208	1.0	2796	itpr1b	Pundamilia nyererei	303518	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A9Y6J7E1	ITPR	high	architecture	itpr.hmm wins by 3917.3 bits (91.0% of 4304.7) over 2636 profile positions	4304.7	387.4	3917.3	0.91	0	5.1e-116	0	0.982	0.218	2636	1075	1.0	2783	itpr1b	Pundamilia nyererei	303518	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A9Y6JA87	ITPR	high	architecture	itpr.hmm wins by 3902.7 bits (90.8% of 4296.8) over 2636 profile positions	4296.8	394.1	3902.7	0.9083	0	5.1e-118	0	0.982	0.245	2636	1208	1.0	2756	itpr1b	Pundamilia nyererei	303518	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A9Y6JBQ3	ITPR	high	architecture	itpr.hmm wins by 3902.8 bits (90.8% of 4300.8) over 2636 profile positions	4300.8	398.0	3902.8	0.9075	0	3.2e-119	0	0.982	0.284	2636	1400	1.0	2781	itpr1b	Pundamilia nyererei	303518	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A9Y6JCS9	RYR	high	architecture	ryr.hmm wins by 6783.2 bits (91.4% of 7421.2) over 4619 profile positions	638.0	7421.2	6783.2	0.914	2.4e-191	0	0	0.716	0.937	1922	4619	0.996	4626	ryr3	Pundamilia nyererei	303518	0	Ryanodine receptor 3 isoform X4	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	4	Vertebrata	0
A0A9Y6JEE3	RYR	high	architecture	ryr.hmm wins by 7389.1 bits (90.6% of 8151.4) over 4930 profile positions	762.3	8151.4	7389.1	0.9065	8e-229	0	0	0.763	1.0	2048	4930	1.0	5088	LOC102216033	Pundamilia nyererei	303518	0	Ryanodine receptor 1-like isoform X1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A9Y6JEX8	RYR	high	architecture	ryr.hmm wins by 7100.8 bits (90.7% of 7830.5) over 4841 profile positions	729.7	7830.5	7100.8	0.9068	5.5e-219	0	0	0.77	0.982	2067	4841	0.996	4852	ryr3	Pundamilia nyererei	303518	0	Ryanodine receptor 3 isoform X3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A9Y6JF07	RYR	high	architecture	ryr.hmm wins by 7489.8 bits (91.0% of 8231.9) over 4925 profile positions	742.1	8231.9	7489.8	0.9099	9.9e-223	0	0	0.771	0.999	2069	4925	1.0	5070	ryr1b	Pundamilia nyererei	303518	0	Ryanodine receptor 1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A9Y6JF39	RYR	high	architecture	ryr.hmm wins by 7104.3 bits (90.7% of 7836.1) over 4841 profile positions	731.8	7836.1	7104.3	0.9066	1.3e-219	0	0	0.772	0.982	2072	4841	0.996	4842	ryr3	Pundamilia nyererei	303518	0	Ryanodine receptor 3 isoform X5	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A9Y6JF86	RYR	high	architecture	ryr.hmm wins by 7231.3 bits (91.0% of 7944.7) over 4851 profile positions	713.4	7944.7	7231.3	0.9102	4.5e-214	0	0	0.692	0.984	1857	4851	0.996	4889	LOC102202511	Pundamilia nyererei	303518	0	LOW QUALITY PROTEIN: ryanodine receptor 3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A9Y6JFJ2	RYR	high	architecture	ryr.hmm wins by 7097.7 bits (90.7% of 7829.0) over 4841 profile positions	731.3	7829.0	7097.7	0.9066	1.7e-219	0	0	0.772	0.982	2072	4841	0.996	4854	ryr3	Pundamilia nyererei	303518	0	Ryanodine receptor 3 isoform X2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A9Y6JIE4	ITPR	high	architecture	itpr.hmm wins by 3494.6 bits (89.8% of 3893.7) over 2628 profile positions	3893.7	399.1	3494.6	0.8975	0	1.6e-119	0	0.979	0.235	2628	1159	0.992	2696	itpr3	Pundamilia nyererei	303518	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A9Y6JIM0	RYR	medium	partial	ryr.hmm wins by 1140.1 bits (85.9% of 1327.6) over 730 profile positions	187.5	1327.6	1140.1	0.8588	1.4e-55	0	0	0.213	0.148	572	730	0.997	725	LOC106456445	Pundamilia nyererei	303518	0	Ryanodine receptor 2-like	unassigned	unassigned	itpr_arch_partial=3/5	3	Vertebrata	0
A0A9Y6JK81	ITPR	high	architecture	itpr.hmm wins by 3492.6 bits (89.8% of 3891.6) over 2628 profile positions	3891.6	399.0	3492.6	0.8975	0	1.6e-119	0	0.979	0.235	2628	1159	0.992	2687	itpr3	Pundamilia nyererei	303518	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A9Y6JKD6	RYR	high	architecture	ryr.hmm wins by 5673.9 bits (95.5% of 5938.2) over 3762 profile positions	264.3	5938.2	5673.9	0.9555	1e-78	0	0	0.379	0.763	1017	3762	0.998	3818	ryr2a	Pundamilia nyererei	303518	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	2	Vertebrata	0
A0A9Y6M0C9	RYR	high	architecture	ryr.hmm wins by 7395.0 bits (90.7% of 8156.6) over 4930 profile positions	761.6	8156.6	7395.0	0.9066	1.3e-228	0	0	0.763	1.0	2048	4930	1.0	5071	LOC102216033	Pundamilia nyererei	303518	0	Ryanodine receptor 1-like isoform X6	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A9Y6M0E5	RYR	high	architecture	ryr.hmm wins by 7483.1 bits (91.0% of 8225.5) over 4925 profile positions	742.4	8225.5	7483.1	0.9097	8.3e-223	0	0	0.772	0.999	2072	4925	1.0	5076	ryr1b	Pundamilia nyererei	303518	0	Ryanodine receptor 1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A9Y6M0K9	RYR	high	architecture	ryr.hmm wins by 7097.4 bits (90.7% of 7827.7) over 4841 profile positions	730.3	7827.7	7097.4	0.9067	3.6e-219	0	0	0.77	0.982	2067	4841	0.996	4859	ryr3	Pundamilia nyererei	303518	0	Ryanodine receptor 3 isoform X1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A9Y6M101	ITPR	high	architecture	itpr.hmm wins by 3922.4 bits (90.5% of 4333.7) over 2636 profile positions	4333.7	411.3	3922.4	0.9051	0	3.3e-123	0	0.982	0.246	2636	1213	1.0	2733	LOC102200029	Pundamilia nyererei	303518	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A9Y6M3N9	ITPR	high	architecture	itpr.hmm wins by 3931.0 bits (90.9% of 4322.5) over 2636 profile positions	4322.5	391.5	3931.0	0.9094	0	2.9e-117	0	0.982	0.257	2636	1267	1.0	2728	itpr1b	Pundamilia nyererei	303518	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A9Y6M4Y1	RYR	high	architecture	ryr.hmm wins by 7398.5 bits (90.7% of 8158.2) over 4930 profile positions	759.7	8158.2	7398.5	0.9069	5e-228	0	0	0.763	1.0	2048	4930	1.0	5078	LOC102216033	Pundamilia nyererei	303518	0	Ryanodine receptor 1-like isoform X3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A9Y6M6K7	RYR	high	architecture	ryr.hmm wins by 7402.6 bits (90.7% of 8164.2) over 4930 profile positions	761.6	8164.2	7402.6	0.9067	1.4e-228	0	0	0.763	1.0	2048	4930	1.0	5076	LOC102216033	Pundamilia nyererei	303518	0	Ryanodine receptor 1-like isoform X5	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A9Y6M6M8	RYR	high	architecture	ryr.hmm wins by 7492.2 bits (91.1% of 8221.9) over 4925 profile positions	729.7	8221.9	7492.2	0.9112	5.3e-219	0	0	0.771	0.999	2069	4925	1.0	5090	ryr1b	Pundamilia nyererei	303518	0	Ryanodine receptor 1	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A9Y6M741	ITPR	high	architecture	itpr.hmm wins by 3921.8 bits (90.5% of 4332.8) over 2636 profile positions	4332.8	411.0	3921.8	0.9051	0	3.9e-123	0	0.982	0.246	2636	1213	1.0	2744	LOC102200029	Pundamilia nyererei	303518	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0A9Y6M8J3	RYR	high	architecture	ryr.hmm wins by 5779.9 bits (89.0% of 6494.9) over 4476 profile positions	715.0	6494.9	5779.9	0.8899	1.4e-214	0	0	0.655	0.908	1758	4476	0.997	4528	ryr2b	Pundamilia nyererei	303518	0	LOW QUALITY PROTEIN: ryanodine receptor 2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	5	Vertebrata	0
A0A9Y6M8K3	ITPR	high	architecture	itpr.hmm wins by 3909.7 bits (90.8% of 4307.7) over 2636 profile positions	4307.7	398.0	3909.7	0.9076	0	3.3e-119	0	0.982	0.284	2636	1400	1.0	2741	itpr1b	Pundamilia nyererei	303518	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete;symbol=ITPR	5	Vertebrata	0
A0A9Y6M999	RYR	high	architecture	ryr.hmm wins by 7393.2 bits (90.7% of 8154.4) over 4930 profile positions	761.2	8154.4	7393.2	0.9067	1.7e-228	0	0	0.763	1.0	2048	4930	1.0	5077	LOC102216033	Pundamilia nyererei	303518	0	Ryanodine receptor 1-like isoform X4	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A9Y6M9H7	RYR	high	architecture	ryr.hmm wins by 7400.7 bits (90.7% of 8161.9) over 4930 profile positions	761.2	8161.9	7400.7	0.9067	1.7e-228	0	0	0.763	1.0	2048	4930	1.0	5082	LOC102216033	Pundamilia nyererei	303518	0	Ryanodine receptor 1-like isoform X2	RYR	RYR	ryr_pfam=PF00622+PF02026+PF06459+PF21119	5	Vertebrata	0
A0A9Y6M9N4	ITPR	high	architecture	itpr.hmm wins by 3921.3 bits (90.5% of 4332.3) over 2636 profile positions	4332.3	411.0	3921.3	0.9051	0	3.9e-123	0	0.982	0.246	2636	1213	1.0	2745	LOC102200029	Pundamilia nyererei	303518	0	Inositol 1,4,5-trisphosphate receptor	ITPR	ITPR	itpr_arch_complete	5	Vertebrata	0
A0AA35JQ23	RYR	medium	partial	ryr.hmm wins by 2834.9 bits (86.1% of 3291.9) over 1952 profile positions	457.0	3291.9	2834.9	0.8612	8.8e-137	0	0	0.35	0.396	939	1952	0.989	1987	PODLI_1B001744	Podarcis lilfordi	74358	0	Ryanodine receptor 3	RYR	RYR	ryr_pfam=PF06459	2	Vertebrata	0
A0AA35JQ29	RYR	medium	partial	ryr.hmm wins by 2832.5 bits (86.0% of 3292.3) over 1952 profile positions	459.8	3292.3	2832.5	0.8603	1.2e-137	0	0	0.303	0.396	813	1952	0.989	1975	PODLI_1B001744	Podarcis lilfordi	74358	0	Ryanodine receptor 3	RYR	RYR	ryr_pfam=PF06459	2	Vertebrata	0
A0AA35JWP8	ITPR	high	architecture	itpr.hmm wins by 2337.1 bits (89.0% of 2626.3) over 1581 profile positions	2626.3	289.2	2337.1	0.8899	0	1.9e-86	0	0.589	0.188	1581	927	0.999	1646	PODLI_1B029365	Podarcis lilfordi	74358	0	Inositol 1,4,5-trisphosphate receptor type 1 isoform X5	unassigned	unassigned	itpr_arch_partial=3/5	3	Vertebrata	0
A0AA35K301	RYR	medium	partial	ryr.hmm wins by 1832.3 bits (80.2% of 2286.1) over 1247 profile positions	453.8	2286.1	1832.3	0.8015	7.6e-136	0	0	0.302	0.253	811	1247	0.942	1343	PODLI_1B012615	Podarcis lilfordi	74358	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF06459	2	Vertebrata	0
A0AA35K3S1	RYR	medium	partial	ryr.hmm wins by 1640.1 bits (79.7% of 2057.2) over 1124 profile positions	417.1	2057.2	1640.1	0.7972	9.3e-125	0	0	0.251	0.228	674	1124	1.0	1140	PODLI_1B012615	Podarcis lilfordi	74358	0	Ryanodine receptor 2	RYR	RYR	ryr_pfam=PF06459	2	Vertebrata	0
A0AA35K4A1	RYR	high	architecture	ryr.hmm wins by 4776.7 bits (94.6% of 5048.3) over 2978 profile positions	271.6	5048.3	4776.7	0.9462	6.6e-81	0	0	0.404	0.604	1084	2978	0.999	3009	PODLI_1B023856	Podarcis lilfordi	74358	0	Ryanodine receptor 2 isoform X3	RYR	RYR	ryr_pfam=PF00622+PF02026+PF21119	3	Vertebrata	0
